Geo Point;Geo Shape;Street;MotDir;Id_Seg_Ges;Id_Seg_Obs;commune;code_insee;codsti;Nrivoli;Longueur;Type;arrete;date_mes;Annee;pole;SensUnique;DoubleSens_Cyclable;commentaire
43.6052224091,1.44752049952;"{""type"": ""LineString"", ""coordinates"": [[1.447397174614788, 43.605241782229534], [1.4476438244315, 43.6052030358755]]}";PL DU PDT THOMAS WILSON;WILSON (PL DU PDT THOMAS WILSON);5448;5448;TOULOUSE;31555;315555593605;3105558960;20;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6042122973,1.44889154279;"{""type"": ""LineString"", ""coordinates"": [[1.448797724995746, 43.603954687823034], [1.448985360575269, 43.60446990685517]]}";RUE DE SAINT CYR;CYR (RUE DE SAINT CYR);4724;4724;TOULOUSE;31555;315551926453;3105557737;59;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6049230126,1.44789213058;"{""type"": ""LineString"", ""coordinates"": [[1.447870688473999, 43.60500891304219], [1.447913572687558, 43.60483711206923]]}";PL DU PDT THOMAS WILSON;WILSON (PL DU PDT THOMAS WILSON);5450;5450;TOULOUSE;31555;315555593605;3105558960;19;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6020433994,1.44094821775;"{""type"": ""LineString"", ""coordinates"": [[1.440874477063747, 43.60183161560602], [1.440992403633745, 43.602128690732236], [1.440974803053105, 43.602261004113195]]}";RUE PEYROLIERES;PEYROLIERES (RUE PEYROLIERES);4607;4607;TOULOUSE;31555;315555366449;3105556820;49;Zone de Rencontre;18/204;2018-12-10T01:00:00+01:00;2018;Centre;oui;oui;
43.6053024858,1.42787948839;"{""type"": ""LineString"", ""coordinates"": [[1.428114634234299, 43.60540379054669], [1.427939141278786, 43.605385352797626], [1.427677402508388, 43.60513063559733]]}";AV DE L ANCIEN VELODROME;VELODROME (AV DE L ANCIEN VELODROME);3105;3105;TOULOUSE;31555;315557155201;3105550284;50;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6075994269,1.44546068234;"{""type"": ""LineString"", ""coordinates"": [[1.445244337733125, 43.6072911988991], [1.445548976013322, 43.60773071166923], [1.445685746986136, 43.607901146422506]]}";RUE DE REMUSAT;REMUSAT (RUE DE REMUSAT);3316;3316;TOULOUSE;31555;315555830453;3105557392;77;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;oui;oui;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.5966665433,1.4503588538;"{""type"": ""LineString"", ""coordinates"": [[1.450441432405185, 43.596628395661725], [1.450276275200323, 43.59670469088297]]}";PL MONTOULIEU;MONTOULIEU (PL MONTOULIEU);6141;6141;TOULOUSE;31555;315554768039;3105556072;16;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6084577442,1.43722284036;"{""type"": ""LineString"", ""coordinates"": [[1.437128569440655, 43.60842477848521], [1.437135072440522, 43.60842483039268], [1.437140298989334, 43.60842392879868], [1.437146801989123, 43.60842398070549], [1.43715199253297, 43.60842496911746], [1.43715850791779, 43.608425021191046], [1.437163698692342, 43.60842600060326], [1.437168901046278, 43.60842604392751], [1.437175404621684, 43.608427041087104], [1.437180595166257, 43.608428029497816], [1.437185773901614, 43.60842996299525], [1.4371922650928, 43.60843095998646], [1.437197456213687, 43.60843289365081], [1.437202646759114, 43.6084338820605], [1.437207813110755, 43.60843581538953], [1.437212991847635, 43.60843774888574], [1.43721815877596, 43.608440627468674], [1.437222036867126, 43.60844255238381], [1.437227203796283, 43.608445430966334], [1.43723108188804, 43.60844735588115], [1.437236248818031, 43.60845023446328], [1.437240115101831, 43.60845310446475], [1.437243981385995, 43.608455974466075], [1.437247835285605, 43.608458844299875], [1.437251689762127, 43.60846265938791], [1.437255556047443, 43.60846552938887], [1.43725939813995, 43.60846934430921], [1.43726195220116, 43.60847314181745], [1.43726450545553, 43.60847600307047], [1.437268359934177, 43.60847981815794], [1.437270901381052, 43.608483624497765], [1.437272142411238, 43.60848741325825], [1.437274696013182, 43.60849122876464], [1.437277225883355, 43.608495971192035], [1.437278479068703, 43.60849976911909], [1.437279720099688, 43.60850355787948], [1.437280949092495, 43.608508300726], [1.437282189893399, 43.60851209848559], [1.437282142661777, 43.60851587883337], [1.437283371655019, 43.60852062167988], [1.43728331203853, 43.60852440186026], [1.437283240383731, 43.60852913612678], [1.437283204960052, 43.60853197138762]]}";PL SAINT JULIEN;JULIEN (PL SAINT JULIEN);7988;7988;TOULOUSE;31555;315556275246;3105557864;20;Zone de Rencontre;20/033;2020-08-01T02:00:00+02:00;2020;Centre;;;Arrêté temporaire du 16/05 au 01/08 date arrêté definitif
43.6020182386,1.44714504453;"{""type"": ""LineString"", ""coordinates"": [[1.447381479502804, 43.6020087396482], [1.446908609551523, 43.602027737620155]]}";RUE DE LA POMME;POMME (RUE DE LA POMME);4676;4676;TOULOUSE;31555;315555468840;3105556988;38;Zone de Rencontre;13/117;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.616452541,1.44038570132;"{""type"": ""LineString"", ""coordinates"": [[1.440697739432653, 43.616398716820825], [1.440073663202526, 43.616506365231]]}";IMP MURGER;MURGER (IMP MURGER);2089;2089;TOULOUSE;31555;315554851219;3105556164;52;Zone de Rencontre;;2007-02-12T01:00:00+01:00;2007;Nord;;;
43.633371148,1.44920976258;"{""type"": ""LineString"", ""coordinates"": [[1.449233274026669, 43.633717612970976], [1.449186251138708, 43.63302468293187]]}";IMP JEANNE DE SEGLA;SEGLA (IMP JEANNE DE SEGLA);8966;8966;TOULOUSE;31555;315558448913;3105554681;77;Zone de Rencontre;09/078;2009-07-09T02:00:00+02:00;2009;Nord;;;
43.6339461759,1.44973241345;"{""type"": ""LineString"", ""coordinates"": [[1.449533161027387, 43.633962173653586], [1.44988259188184, 43.633939364892605], [1.449906743564405, 43.633892237798065]]}";IMP JEANNE MARIE MONTANE;MONTANE (IMP JEANNE MARIE MONTANE);8968;8968;TOULOUSE;31555;315558448260;3105554685;34;Zone de Rencontre;09/078;2009-07-09T02:00:00+02:00;2009;Nord;;;
43.6348028837,1.45063274285;"{""type"": ""LineString"", ""coordinates"": [[1.450343257717132, 43.63449739364257], [1.45084729597287, 43.635030218903545], [1.450853261662808, 43.63506716296153], [1.450927655425501, 43.635057338736544]]}";IMP GEORGES GUETARY;GUETARY (IMP GEORGES GUETARY);8969;8969;TOULOUSE;31555;315558447801;3105553853;82;Zone de Rencontre;09/077;2009-08-09T02:00:00+02:00;2009;Nord;;;
43.6337155839,1.44937886918;"{""type"": ""LineString"", ""coordinates"": [[1.449523702992418, 43.633721777047455], [1.449480845256529, 43.633712929406244], [1.449233274026669, 43.633717612970976]]}";RUE JEANNE DE SEGLA;SEGLA (RUE JEANNE DE SEGLA);9100;9100;TOULOUSE;31555;315558446546;3105554682;24;Zone de Rencontre;09/078;2009-07-09T02:00:00+02:00;2009;Nord;;;
43.6312703749,1.44843495334;"{""type"": ""LineString"", ""coordinates"": [[1.448439719309761, 43.63102818854812], [1.448434978176494, 43.63107621496994], [1.448434398890086, 43.63151277138069]]}";IMP RENE RODO;RODO (IMP RENE RODO);9031;9031;TOULOUSE;31555;315558450219;3105557411;54;Zone de Rencontre;10/078;2010-09-30T02:00:00+02:00;2010;Nord;;;
43.6349586803,1.44944280202;"{""type"": ""LineString"", ""coordinates"": [[1.449604437694275, 43.634951430959624], [1.449281166343051, 43.634965929556934]]}";RUE JULIE DEMOUIS;DEMOUIS (RUE JULIE DEMOUIS);9107;9107;TOULOUSE;31555;315558446444;3105554835;26;Zone de Rencontre;09/077;2009-08-09T02:00:00+02:00;2009;Nord;;;
43.6340567991,1.44906045171;"{""type"": ""LineString"", ""coordinates"": [[1.449091154532497, 43.63398993348236], [1.449050557285592, 43.634003810648124], [1.449064088396844, 43.63414583141567]]}";RUE JEANNE DE SEGLA;SEGLA (RUE JEANNE DE SEGLA);9106;9106;TOULOUSE;31555;315558446546;3105554682;19;Zone de Rencontre;09/078;2009-07-09T02:00:00+02:00;2009;Nord;;;
43.6286727279,1.44945440197;"{""type"": ""LineString"", ""coordinates"": [[1.448845850020509, 43.62884859133195], [1.449511476826387, 43.62849522192026], [1.449619397098035, 43.62850741754067], [1.4499989943381, 43.62890776822173]]}";PL ANTONIN FROIDURE;FROIDURE (PL ANTONIN FROIDURE);9308;9308;TOULOUSE;31555;315559000014;3105550398;129;Zone de Rencontre;10/039;2010-05-14T02:00:00+02:00;2010;Nord;;;
43.5787792893,1.44779150248;"{""type"": ""LineString"", ""coordinates"": [[1.447096856542754, 43.57845168132995], [1.44848614842242, 43.57910689719449]]}";RUE ELVIRE;ELVIRE (RUE ELVIRE);5109;5109;TOULOUSE;31555;315552569621;3105552944;134;Zone de Rencontre;11/145;2011-06-08T02:00:00+02:00;2011;Centre;;;
43.5487930136,1.4558096276;"{""type"": ""LineString"", ""coordinates"": [[1.456202488956957, 43.548967792698306], [1.455416766242879, 43.548618234502754]]}";RUE DE FONDEVILLE;FONDEVILLE (RUE DE FONDEVILLE);4483;4483;TOULOUSE;31555;315552860807;3105553364;74;Zone de Rencontre;12/084;2012-06-29T02:00:00+02:00;2012;Est;;;
43.5829666411,1.47130027172;"{""type"": ""LineString"", ""coordinates"": [[1.471856305886468, 43.58267976461723], [1.471254379083923, 43.582903181517736], [1.471012196255179, 43.582999732418074], [1.47097270994401, 43.58303064618608], [1.470972089726546, 43.58307321915923], [1.470990833807605, 43.58312634706693], [1.471183279945548, 43.583408812828516]]}";RUE BARRY;BARRY (RUE BARRY);6522;6522;TOULOUSE;31555;315550576026;3105550876;127;Zone de Rencontre;13/213;2013-11-28T01:00:00+01:00;2013;Est;;;
43.6099979239,1.45514295601;"{""type"": ""LineString"", ""coordinates"": [[1.455087665954564, 43.61003912226609], [1.455198246073114, 43.6099567254705]]}";PL DU ROTARY;ROTARY (PL DU ROTARY);9287;9287;TOULOUSE;31555;315559000004;3105557642;13;Zone de Rencontre;13/036;2013-03-04T01:00:00+01:00;2013;Est;oui;oui;
43.5882111531,1.44519440149;"{""type"": ""LineString"", ""coordinates"": [[1.445224789668312, 43.587919037988044], [1.4451640133071, 43.58850326812543]]}";IMP AUGUSTIN THIERRY;THIERRY (IMP AUGUSTIN THIERRY);4952;4952;TOULOUSE;31555;315556835234;3105550668;65;Zone de Rencontre;17/021;2017-01-02T01:00:00+01:00;2013;Centre;;;
43.6340895833,1.39953000937;"{""type"": ""LineString"", ""coordinates"": [[1.399345658659632, 43.63402731307651], [1.399592552004381, 43.63406530791436], [1.399639375394683, 43.63423600106197]]}";PL INTERIEURE DE L EGLISE;EGLISE (PL INTERIEURE DE L EGLISE);20692;20692;BLAGNAC;31069;310690000150;3100690295;40;Zone de Rencontre;20110624;2011-06-24T02:00:00+02:00;2011;Ouest;;;
43.6343049455,1.39922340897;"{""type"": ""LineString"", ""coordinates"": [[1.399056187244705, 43.63429457385118], [1.399390630702734, 43.63431531721609]]}";PL INTERIEURE DE L EGLISE;EGLISE (PL INTERIEURE DE L EGLISE);10539;10539;BLAGNAC;31069;310690000150;3100690295;27;Zone de Rencontre;20110624;2011-06-24T02:00:00+02:00;2011;Ouest;;;
43.6016643257,1.4397136104;"{""type"": ""LineString"", ""coordinates"": [[1.439915912677859, 43.60168299835482], [1.439793878138242, 43.6016593314209], [1.439666309449904, 43.601658320624715], [1.439509927224374, 43.60166843472367]]}";PL DE LA DAURADE;DAURADE (PL DE LA DAURADE);8100;8100;TOULOUSE;31555;315552169647;3105552520;33;Zone de Rencontre;13/118;2013-07-11T02:00:00+02:00;2013;Centre;;;
43.6046411808,1.44082587403;"{""type"": ""LineString"", ""coordinates"": [[1.440529693151093, 43.60459626113316], [1.441122054906066, 43.60468610049978]]}";RUE PARGAMINIERES;PARGAMINIERES (RUE PARGAMINIERES);3134;3134;TOULOUSE;31555;315555187224;3105556540;49;Zone de Rencontre;13/119;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6045077596,1.43967126371;"{""type"": ""LineString"", ""coordinates"": [[1.438810540343203, 43.60445870747823], [1.439418488856116, 43.604463522821995], [1.439920057128962, 43.604529942786854], [1.440031552503647, 43.604542070275], [1.440529693151093, 43.60459626113316]]}";RUE PARGAMINIERES;PARGAMINIERES (RUE PARGAMINIERES);3135;3135;TOULOUSE;31555;315555187224;3105556540;140;Zone de Rencontre;13/119;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6036715974,1.44079094037;"{""type"": ""LineString"", ""coordinates"": [[1.440893926852703, 43.60331525087991], [1.440687953881485, 43.60402794386686]]}";RUE JOSEPH LAKANAL;LAKANAL (RUE JOSEPH LAKANAL);3163;3163;TOULOUSE;31555;315553808016;3105554960;81;Zone de Rencontre;13/119;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6073017906,1.44376339924;"{""type"": ""LineString"", ""coordinates"": [[1.442248639399711, 43.60701112804479], [1.44246688396468, 43.607044073596576], [1.442817449682937, 43.60711023742368], [1.443255014209669, 43.60727926223734], [1.444307075117051, 43.60745312672053], [1.445119976393758, 43.60742547051798], [1.44524436364868, 43.60729115423596]]}";RUE DE PERIGORD;PERIGORD (RUE DE PERIGORD);3297;3297;TOULOUSE;31555;315555312050;3105556756;257;Zone de Rencontre;13/121;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.60600197,1.36148112537;"{""type"": ""LineString"", ""coordinates"": [[1.359382305222079, 43.60613430780371], [1.359519003194926, 43.606056008420566], [1.360493751506349, 43.60600575760013], [1.361266559653469, 43.60604268809053], [1.361478821978328, 43.60604073663232], [1.361847607206161, 43.606021197515744], [1.363598342775513, 43.60589243886302]]}";CHE LEOPOLD GALY;GALY (CHE LEOPOLD GALY);8982;8982;TOULOUSE;31555;315558447658;3105555183;344;Zone de Rencontre;13/183;2013-10-15T02:00:00+02:00;2013;Ouest;oui;oui;
43.5916295881,1.4617710928;"{""type"": ""LineString"", ""coordinates"": [[1.460439163119737, 43.59184690861877], [1.460782602709897, 43.59186186294169], [1.461074016963686, 43.59187358482207], [1.461313336713182, 43.59188678196493], [1.461403303105041, 43.59187612363186], [1.462164875226843, 43.59151585818992], [1.462559171710504, 43.59134576542622], [1.462822252221732, 43.591247511346914], [1.463064178836024, 43.5911708420711]]}";RUE PIERRE BROSSOLETTE;BROSSOLETTE (RUE PIERRE BROSSOLETTE);5767;5767;TOULOUSE;31555;315551203217;3105556868;233;Zone de Rencontre;13/194;2013-11-05T01:00:00+01:00;2013;Est;;;
43.5908719465,1.46405866751;"{""type"": ""LineString"", ""coordinates"": [[1.463721436988926, 43.59099993906977], [1.464208361013756, 43.590815416947216], [1.464395555458854, 43.590743058882374]]}";RUE PIERRE BROSSOLETTE;BROSSOLETTE (RUE PIERRE BROSSOLETTE);5770;5770;TOULOUSE;31555;315551203217;3105556868;61;Zone de Rencontre;13/194;2013-11-05T01:00:00+01:00;2013;Est;oui;oui;
43.5624820559,1.38044609752;"{""type"": ""LineString"", ""coordinates"": [[1.379262602246201, 43.56293038339516], [1.379340780328965, 43.562923476949855], [1.380943450006417, 43.56212619193595], [1.381082201265622, 43.56215574765771], [1.381534192812959, 43.562611815843674]]}";IMP DE LIFFARD;LIFFARD (IMP DE LIFFARD);497;497;TOULOUSE;31555;315558350460;3105555253;237;Zone de Rencontre;13/231;2013-12-27T01:00:00+01:00;2013;Sud;;;
43.5424853586,1.54177546425;"{""type"": ""LineString"", ""coordinates"": [[1.541420579440953, 43.54236888613236], [1.541941544296158, 43.542520655273066], [1.542098046180911, 43.54266016020735]]}";RUE DU THYM;THYM (RUE DU THYM);10997;10997;ST-ORENS-DE-GAMEVILLE;31506;315060000195;3105061227;65;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.53952349,1.54569039863;"{""type"": ""LineString"", ""coordinates"": [[1.545862521884032, 43.53959103856288], [1.545727390005113, 43.539581567712574], [1.545543820334562, 43.53939957757538]]}";RUE DES AIRELLES;AIRELLES (RUE DES AIRELLES);13047;13047;ST-ORENS-DE-GAMEVILLE;31506;315060000004;3105060325;36;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5414134053,1.54179070418;"{""type"": ""LineString"", ""coordinates"": [[1.542385634483947, 43.54108594773246], [1.542341167027635, 43.54111513020562], [1.541193570641039, 43.5417371768524]]}";RUE DES SORBIERS;SORBIERS (RUE DES SORBIERS);14248;14248;ST-ORENS-DE-GAMEVILLE;31506;315060000187;3105061193;120;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5394491008,1.54607324636;"{""type"": ""LineString"", ""coordinates"": [[1.546294977399078, 43.53932052550557], [1.545900822398699, 43.53954683318267], [1.545862521884032, 43.53959103856288]]}";RUE DES AIRELLES;AIRELLES (RUE DES AIRELLES);14818;14818;ST-ORENS-DE-GAMEVILLE;31506;315060000004;3105060325;46;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5398970886,1.54612922473;"{""type"": ""LineString"", ""coordinates"": [[1.545862521884032, 43.53959103856288], [1.545886044940799, 43.53968107928149], [1.546375674428513, 43.54012633396675], [1.546397157789547, 43.54014297068973], [1.546448780905827, 43.54015621482424]]}";RUE DES AIRELLES;AIRELLES (RUE DES AIRELLES);20554;20554;ST-ORENS-DE-GAMEVILLE;31506;315060000004;3105060325;80;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5406434585,1.54142490256;"{""type"": ""LineString"", ""coordinates"": [[1.540998689237031, 43.5406458791866], [1.541122351154258, 43.54063824118267], [1.541575616476508, 43.540631516579424], [1.541847851360377, 43.54068469264809]]}";RUE DU ROMARIN;ROMARIN (RUE DU ROMARIN);22536;22536;ST-ORENS-DE-GAMEVILLE;31506;315060000177;3105061143;69;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5397855479,1.54269332077;"{""type"": ""LineString"", ""coordinates"": [[1.542135510427918, 43.54036837186169], [1.542327581269631, 43.540277730242096], [1.542750857522956, 43.54003754236528], [1.542789170516594, 43.539992401903824], [1.542926210177073, 43.538976288118114]]}";RUE DE L OBIER;OBIER (RUE DE L OBIER);23198;23198;ST-ORENS-DE-GAMEVILLE;31506;315060000135;3105060908;181;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5421239127,1.54196400124;"{""type"": ""LineString"", ""coordinates"": [[1.542525939133951, 43.54208809659484], [1.542267145739884, 43.541987874563], [1.542180139146987, 43.541977800827645], [1.542056116868178, 43.542012883627976], [1.541508187680063, 43.54233355114484], [1.541420579440953, 43.54236888613236]]}";RUE DES EGLANTINES;EGLANTINES (RUE DES EGLANTINES);23244;23244;ST-ORENS-DE-GAMEVILLE;31506;315060000065;3105060625;106;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5401082088,1.54121488734;"{""type"": ""LineString"", ""coordinates"": [[1.540998689237031, 43.5406458791866], [1.54096169418475, 43.54059169464813], [1.54076665186448, 43.54039258242098], [1.540742557094451, 43.54034699604], [1.540768088767842, 43.54028473425613], [1.541751915166664, 43.53975142156852], [1.541937984238687, 43.53974421972713]]}";RUE DES GENEVRIERS;GENEVRIERS (RUE DES GENEVRIERS);23586;23586;ST-ORENS-DE-GAMEVILLE;31506;315060000082;3105060677;161;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.539226694,1.54647412677;"{""type"": ""LineString"", ""coordinates"": [[1.546294782671367, 43.53932038801868], [1.546653470873425, 43.5391329999275]]}";RUE DES AIRELLES;AIRELLES (RUE DES AIRELLES);27737;27737;ST-ORENS-DE-GAMEVILLE;31506;315060000004;3105060325;36;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.5384002608,1.54835357437;"{""type"": ""LineString"", ""coordinates"": [[1.54663852326496, 43.538048612774304], [1.546959486027534, 43.53806883845158], [1.547774852629755, 43.53817292769846], [1.548095207984878, 43.53823855045318], [1.548676131895534, 43.538270033915175], [1.549381195444445, 43.53835536874798], [1.549441846614435, 43.53839174400033], [1.549478847639706, 43.53844593486207], [1.549464766847552, 43.538527193265494], [1.549353164087267, 43.538607784671434], [1.54851757852779, 43.53905137181806], [1.548356911449071, 43.539104176410326]]}";RUE DES BRUYERES;BRUYERES (RUE DES BRUYERES);15946;15946;ST-ORENS-DE-GAMEVILLE;31506;315060000031;3105060486;357;Zone de Rencontre;13/22616;2013-12-17T01:00:00+01:00;2014;Est;;;
43.6341122291,1.39996416031;"{""type"": ""LineString"", ""coordinates"": [[1.399929823963435, 43.63421398511517], [1.399985591629284, 43.63405595539939], [1.399988152255195, 43.63400841345983]]}";RUE DU VIEUX BLAGNAC;BLAGNAC (RUE DU VIEUX BLAGNAC);17056;17056;BLAGNAC;31069;310690000055;3100691090;23;Zone de Rencontre;;2014-02-28T01:00:00+01:00;2014;Ouest;;;
43.6336819846,1.39951780462;"{""type"": ""LineString"", ""coordinates"": [[1.399597779228614, 43.633732320640966], [1.399437830016508, 43.633631648486435]]}";RUE DU VIEUX BLAGNAC;BLAGNAC (RUE DU VIEUX BLAGNAC);17921;17921;BLAGNAC;31069;310690000055;3100691090;17;Zone de Rencontre;;2014-02-28T01:00:00+01:00;2014;Ouest;;;
43.6334159122,1.39892146947;"{""type"": ""LineString"", ""coordinates"": [[1.398871759670826, 43.63342921817738], [1.398971179261864, 43.63340260627943]]}";RUE DE LA CROIX BLANCHE;BLANCHE (RUE DE LA CROIX BLANCHE);18216;18216;BLAGNAC;31069;310690000056;3100690250;9;Zone de Rencontre;;2014-02-28T01:00:00+01:00;2014;Ouest;;;
43.6335536932,1.39927883466;"{""type"": ""LineString"", ""coordinates"": [[1.39935243988674, 43.63359498844692], [1.399205229427515, 43.63351239792549]]}";RUE DU VIEUX BLAGNAC;BLAGNAC (RUE DU VIEUX BLAGNAC);18693;18693;BLAGNAC;31069;310690000055;3100691090;15;Zone de Rencontre;;2014-02-28T01:00:00+01:00;2014;Ouest;;;
43.6341900067,1.40012056325;"{""type"": ""LineString"", ""coordinates"": [[1.399929823963435, 43.63421398511517], [1.400028254465175, 43.634177384028796], [1.400315923327853, 43.63419849487547]]}";PL JEAN RIVET;RIVET (PL JEAN RIVET);19461;19461;BLAGNAC;31069;310690000365;3100690554;32;Zone de Rencontre;;2014-02-28T01:00:00+01:00;2014;Ouest;;;
43.6044499132,1.44176357957;"{""type"": ""LineString"", ""coordinates"": [[1.441780862000416, 43.60416526669867], [1.44174629714506, 43.60473455964777]]}";RUE MIREPOIX;MIREPOIX (RUE MIREPOIX);3148;3 148;TOULOUSE;31555;315554678401;3105555988;63;Zone de Rencontre;15/025;2015-03-06T01:00:00+01:00;2015;Centre;oui;;
43.550476805,1.38626850702;"{""type"": ""LineString"", ""coordinates"": [[1.385776907551189, 43.55075651675608], [1.386760106479776, 43.550197093263286]]}";RUE MISSAK MANOUCHIAN;MANOUCHIAN (RUE MISSAK MANOUCHIAN);9731;9731;TOULOUSE;31555;315559000089;3105555989;101;Zone de Rencontre;15/051;2015-04-10T02:00:00+02:00;2015;Sud;;;
43.550523215,1.45575190205;"{""type"": ""LineString"", ""coordinates"": [[1.456451968796452, 43.550930106492004], [1.455855798693421, 43.550603790864365], [1.455067265379538, 43.55009051875035]]}";CHE DE NARRADE;NARRADE (CHE DE NARRADE);4435;4435;TOULOUSE;31555;315554886407;3105556204;146;Zone de Rencontre;15/062;2015-05-19T02:00:00+02:00;2015;Est;;;
43.5491611996,1.45409856799;"{""type"": ""LineString"", ""coordinates"": [[1.454747962014691, 43.549867585195216], [1.45448513354736, 43.54969523533481], [1.454257554977965, 43.54951464223014], [1.454070633818666, 43.54931166352526], [1.453925553031146, 43.54909481361559], [1.453887119058057, 43.548966787616266], [1.453904944508845, 43.54872849590681], [1.453687589837036, 43.548472291339564], [1.453805084555371, 43.54835589565237]]}";CHE DE NARRADE;NARRADE (CHE DE NARRADE);4437;4437;TOULOUSE;31555;315554886407;3105556204;200;Zone de Rencontre;15/062;2015-05-19T02:00:00+02:00;2015;Est;;;
43.5988556797,1.44634262544;"{""type"": ""LineString"", ""coordinates"": [[1.445622048938636, 43.599252022595714], [1.445827296559949, 43.59919403465601], [1.446063104541827, 43.59909560450565], [1.446390839037381, 43.5988559651811], [1.446653158874455, 43.598638536893326], [1.44684054789855, 43.59846781366451], [1.44691286355243, 43.59842011862809], [1.447017654812637, 43.59837742409637]]}";RUE BOUQUIERES;BOUQUIERES (RUE BOUQUIERES);5271;5271;TOULOUSE;31555;315551081625;3105551340;151;Zone de Rencontre;15/067;2015-05-18T02:00:00+02:00;2015;Centre;oui;oui;
43.5964734817,1.44968517498;"{""type"": ""LineString"", ""coordinates"": [[1.449395340577257, 43.59623891349529], [1.449419672293304, 43.59626654409782], [1.449979473295721, 43.59670331256633]]}";RUE MONTOULIEU VELANE;VELANE (RUE MONTOULIEU VELANE);5411;5411;TOULOUSE;31555;315554774446;3105556080;70;Zone de Rencontre;15/082;2015-05-18T02:00:00+02:00;2015;Centre;oui;oui;
43.6318777694,1.45353404444;"{""type"": ""LineString"", ""coordinates"": [[1.454615359982689, 43.63145009247865], [1.454373952474163, 43.631478491163726], [1.452727749421022, 43.63225377928555], [1.452468203367622, 43.63236434686678]]}";RUE EDOUARD PAILLERON;PAILLERON (RUE EDOUARD PAILLERON);7233;7233;TOULOUSE;31555;315558370824;3105552903;202;Zone de Rencontre;16/003;2016-02-03T01:00:00+01:00;2016;Nord;;;
43.6554711444,1.47038399443;"{""type"": ""LineString"", ""coordinates"": [[1.470460822256741, 43.65511891325156], [1.470456368136202, 43.655572381559246], [1.470121188401371, 43.655690261685876]]}";RUE DES NARCISSES;NARCISSES (RUE DES NARCISSES);15216;15 2166-b;L'UNION;31561;315610000177;3105610483;80;Zone de Rencontre;;;0;Nord;;;
43.6044801494,1.43483693341;"{""type"": ""LineString"", ""coordinates"": [[1.434673712051033, 43.60465857347258], [1.43487632712664, 43.60460437705469], [1.434861614401243, 43.60419931442019]]}";RUE DE LA BOULE;BOULE (RUE DE LA BOULE);3119;3119;TOULOUSE;31555;315551065648;3105551320;62;Zone de Rencontre;16/062;2016-07-08T02:00:00+02:00;2016;Centre;oui;oui;
43.6040566114,1.43535786993;"{""type"": ""LineString"", ""coordinates"": [[1.435418080012454, 43.60390570948117], [1.435297659844365, 43.60420751326921]]}";POLEPPL SAINT PIERRE;PIERRE (PL SAINT PIERRE);4634;4634;TOULOUSE;31555;315556368057;3105557948;35;Zone de Rencontre;16/062;2016-07-08T02:00:00+02:00;2016;Centre;oui;oui;
43.6400951492,1.45308442058;"{""type"": ""LineString"", ""coordinates"": [[1.452557972901347, 43.63976375862702], [1.453610868263734, 43.640426539838536]]}";RUE LOUISE WEISS;WEISS (RUE LOUISE WEISS);33519;33519;TOULOUSE;31555;315559000201;3105555405;112;Zone de Rencontre;16/066;2016-06-24T02:00:00+02:00;2016;Nord;oui;oui;
