geo_point_2d;Geo Shape;nom_point;transposée;annee;jours;periode_dans_la_journee;comptage
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;samedi_midi_2006;2006;samedi;midi;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;semaine_midi_2019;2019;semaine;midi;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;samedi_midi_2001;2001;samedi;midi;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;samedi_midi_2012;2012;samedi;midi;100
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;semaine_matin_2019;2019;semaine;matin;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;semaine_matin_2017;2017;semaine;matin;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;samedi_soir_2006;2006;samedi;soir;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;samedi_journee_2008;2008;samedi;journee;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;semaine_soir_2012;2012;semaine;soir;233
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;semaine_soir_2019;2019;semaine;soir;0
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;semaine_soir_2014;2014;semaine;soir;230
43.5925556314,1.43498414343;"{""type"": ""Point"", ""coordinates"": [1.434984143431804, 43.59255563139241]}";Fer a cheval;samedi_soir_2008;2008;samedi;soir;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_journee_2019;2019;semaine;journee;238
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_midi_2008;2008;semaine;midi;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_soir_2006;2006;semaine;soir;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_soir_2008;2008;semaine;soir;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_journee_2017;2017;semaine;journee;246
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_matin_2008;2008;semaine;matin;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;samedi_soir_2012;2012;samedi;soir;231
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_midi_1998;1998;semaine;midi;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_midi_2010;2010;semaine;midi;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;samedi_journee_2014;2014;samedi;journee;169
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;samedi_midi_2010;2010;samedi;midi;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;samedi_midi_2013;2013;samedi;midi;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_midi_2012;2012;semaine;midi;102
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_matin_2014;2014;semaine;matin;304
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_midi_2001;2001;semaine;midi;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;samedi_journee_2008;2008;samedi;journee;0
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_soir_2019;2019;semaine;soir;266
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_soir_2017;2017;semaine;soir;263
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_soir_2014;2014;semaine;soir;299
43.5969597802,1.45576722272;"{""type"": ""Point"", ""coordinates"": [1.455767222719095, 43.59695978019921]}";Sabatier;semaine_soir_2010;2010;semaine;soir;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_midi_2006;2006;semaine;midi;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_journee_2017;2017;semaine;journee;526
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;samedi_soir_2014;2014;samedi;soir;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;samedi_soir_2010;2010;samedi;soir;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;samedi_midi_2001;2001;samedi;midi;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_matin_2018;2018;semaine;matin;554
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_matin_2019;2019;semaine;matin;586
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;samedi_midi_1998;1998;samedi;midi;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_matin_2010;2010;semaine;matin;0
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_soir_2019;2019;semaine;soir;449
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_soir_2018;2018;semaine;soir;408
43.587694561,1.46012169871;"{""type"": ""Point"", ""coordinates"": [1.460121698712141, 43.58769456104727]}";Pont des Demoiselles;semaine_soir_2014;2014;semaine;soir;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_midi_2006;2006;semaine;midi;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;samedi_midi_2014;2014;samedi;midi;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_matin_2008;2008;semaine;matin;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_midi_2010;2010;semaine;midi;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;samedi_soir_1998;1998;samedi;soir;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;samedi_journee_2012;2012;samedi;journee;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;samedi_midi_2001;2001;samedi;midi;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_midi_2014;2014;semaine;midi;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_matin_2010;2010;semaine;matin;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;samedi_journee_2006;2006;samedi;journee;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;samedi_journee_2001;2001;samedi;journee;0
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_soir_2017;2017;semaine;soir;118
43.5705306686,1.46397544191;"{""type"": ""Point"", ""coordinates"": [1.463975441910346, 43.570530668601]}";Av Rangueil - Maraicher;semaine_soir_2010;2010;semaine;soir;0
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_journee_2018;2018;semaine;journee;553
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_journee_2017;2017;semaine;journee;413
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_midi_2010;2010;semaine;midi;0
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;samedi_journee_2013;2013;samedi;journee;319
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_midi_2019;2019;semaine;midi;86
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_midi_2018;2018;semaine;midi;317
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_matin_2014;2014;semaine;matin;0
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_matin_2013;2013;semaine;matin;420
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;samedi_soir_2006;2006;samedi;soir;0
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;samedi_journee_2008;2008;samedi;journee;0
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;semaine_matin_2010;2010;semaine;matin;0
43.5816571387,1.4626053277;"{""type"": ""Point"", ""coordinates"": [1.462605327695788, 43.581657138667794]}";Bd de la Marne -Bedouce;samedi_journee_2006;2006;samedi;journee;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_soir_2013;2013;samedi;soir;75
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;semaine_midi_2010;2010;semaine;midi;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_midi_2001;2001;samedi;midi;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;semaine_midi_2013;2013;semaine;midi;26
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_journee_2010;2010;samedi;journee;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;semaine_matin_2016;2016;semaine;matin;79
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_soir_2001;2001;samedi;soir;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_journee_2008;2008;samedi;journee;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_journee_2006;2006;samedi;journee;0
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;semaine_soir_2019;2019;semaine;soir;83
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;semaine_soir_2017;2017;semaine;soir;82
43.5731013765,1.49319965156;"{""type"": ""Point"", ""coordinates"": [1.493199651556546, 43.573101376521244]}";Revel - Daurat;samedi_soir_2008;2008;samedi;soir;0
43.565476691,1.47124455728;"{""type"": ""Point"", ""coordinates"": [1.471244557275664, 43.56547669095565]}";Canal du Midi - Roche;semaine_journee_2010;2010;semaine;journee;0
43.565476691,1.47124455728;"{""type"": ""Point"", ""coordinates"": [1.471244557275664, 43.56547669095565]}";Canal du Midi - Roche;semaine_journee_2014;2014;semaine;journee;0
43.565476691,1.47124455728;"{""type"": ""Point"", ""coordinates"": [1.471244557275664, 43.56547669095565]}";Canal du Midi - Roche;semaine_journee_2008;2008;semaine;journee;0
43.565476691,1.47124455728;"{""type"": ""Point"", ""coordinates"": [1.471244557275664, 43.56547669095565]}";Canal du Midi - Roche;samedi_midi_2012;2012;samedi;midi;0
43.565476691,1.47124455728;"{""type"": ""Point"", ""coordinates"": [1.471244557275664, 43.56547669095565]}";Canal du Midi - Roche;semaine_matin_2019;2019;semaine;matin;182
43.565476691,1.47124455728;"{""type"": ""Point"", ""coordinates"": [1.471244557275664, 43.56547669095565]}";Canal du Midi - Roche;samedi_journee_2001;2001;samedi;journee;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_midi_2008;2008;semaine;midi;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_matin_2008;2008;semaine;matin;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_matin_2006;2006;semaine;matin;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_soir_2014;2014;samedi;soir;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_soir_2013;2013;samedi;soir;109
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_soir_2012;2012;samedi;soir;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_soir_1998;1998;semaine;soir;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_journee_2006;2006;semaine;journee;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_journee_2013;2013;samedi;journee;104
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_journee_1998;1998;semaine;journee;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_soir_1998;1998;samedi;soir;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_journee_2012;2012;samedi;journee;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_midi_2006;2006;samedi;midi;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_midi_2013;2013;semaine;midi;31
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_journee_2010;2010;samedi;journee;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_midi_2017;2017;semaine;midi;35
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_midi_2001;2001;semaine;midi;0
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_soir_2019;2019;semaine;soir;82
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;semaine_soir_2018;2018;semaine;soir;75
43.6067491541,1.48409304028;"{""type"": ""Point"", ""coordinates"": [1.484093040280755, 43.606749154099745]}";Chaubet - Grande plaine;samedi_soir_2008;2008;samedi;soir;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;samedi_soir_2014;2014;samedi;soir;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;samedi_soir_2013;2013;samedi;soir;60
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;semaine_journee_1998;1998;semaine;journee;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;samedi_midi_2010;2010;samedi;midi;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;semaine_midi_2018;2018;semaine;midi;32
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;semaine_matin_2016;2016;semaine;matin;85
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;semaine_matin_2017;2017;semaine;matin;68
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;semaine_journee_2001;2001;semaine;journee;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;semaine_journee_2013;2013;semaine;journee;48
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;samedi_soir_2001;2001;samedi;soir;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;samedi_midi_1998;1998;samedi;midi;0
43.6269506094,1.47760668621;"{""type"": ""Point"", ""coordinates"": [1.477606686214957, 43.62695060942811]}";Atlanta - Agde;samedi_journee_1998;1998;samedi;journee;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;semaine_midi_2006;2006;semaine;midi;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;semaine_journee_2017;2017;semaine;journee;51
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;samedi_soir_2014;2014;samedi;soir;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;samedi_soir_2010;2010;samedi;soir;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;samedi_soir_2013;2013;samedi;soir;50
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;semaine_midi_2010;2010;semaine;midi;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;samedi_journee_2012;2012;samedi;journee;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;semaine_midi_2012;2012;semaine;midi;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;semaine_midi_2014;2014;semaine;midi;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;samedi_midi_2012;2012;samedi;midi;0
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;semaine_journee_2013;2013;semaine;journee;41
43.641893126,1.46706769089;"{""type"": ""Point"", ""coordinates"": [1.467067690891367, 43.64189312598129]}";Albi - Netwiler;samedi_soir_2001;2001;samedi;soir;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_journee_2019;2019;semaine;journee;73
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_soir_2001;2001;semaine;soir;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_soir_2008;2008;semaine;soir;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_journee_2016;2016;semaine;journee;96
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_matin_2008;2008;semaine;matin;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_matin_2001;2001;semaine;matin;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;samedi_journee_2014;2014;samedi;journee;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_midi_2013;2013;semaine;midi;51
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_midi_2012;2012;semaine;midi;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;samedi_journee_2010;2010;samedi;journee;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_midi_2017;2017;semaine;midi;72
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_midi_2014;2014;semaine;midi;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_matin_2018;2018;semaine;matin;104
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_journee_2001;2001;semaine;journee;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_journee_2013;2013;semaine;journee;66
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;samedi_journee_2006;2006;samedi;journee;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_soir_2013;2013;semaine;soir;74
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;samedi_soir_2008;2008;samedi;soir;0
43.6268768197,1.43384205693;"{""type"": ""Point"", ""coordinates"": [1.43384205692635, 43.62687681970699]}";Barriere de Paris;semaine_soir_2010;2010;semaine;soir;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_soir_2006;2006;semaine;soir;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_journee_2010;2010;semaine;journee;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_soir_1998;1998;semaine;soir;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;samedi_midi_2010;2010;samedi;midi;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_journee_2014;2014;semaine;journee;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;samedi_midi_2006;2006;samedi;midi;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_journee_2008;2008;semaine;journee;0
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_midi_2016;2016;semaine;midi;17
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_matin_2018;2018;semaine;matin;43
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;semaine_matin_2016;2016;semaine;matin;35
43.6471072796,1.43912845991;"{""type"": ""Point"", ""coordinates"": [1.439128459908248, 43.64710727963153]}";Launaguet - Jean Zay;samedi_soir_2001;2001;samedi;soir;0
