Street;Motdir;Commune;"Code
Insee";"Date
Comptage";Année;Section;Sens de comptage;"Voie en
Sens unique";Type;"Moyenne
Jours ouvrés par semaine "
RUE DE PERIOLE;PERIOLE (RUE DE PERIOLE);Toulouse;31555;2015-02-26;2015.0;ENTRE AICARD ET SOREL;VERS AICARD;;TV;4262.0
RUE JEAN SEGUELA;SEGUELA (RUE JEAN SEGUELA);Toulouse;31555;2015-04-08;2015.0;ENTRE RUE DE CAULET ET CHE DES RAMASSIERS;VERS CHE DES RAMASSIERS;;TV;3209.0
RUE MARCEL DORET;DORET (RUE MARCEL DORET);Blagnac;31069;2015-04-24;2015.0;ENTRE DURAND ET PARIS;VERS DURAND;;TV;354.0
AV DU COMMINGES;COMMINGES (AV DU COMMINGES);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE DE LA CRESSONNIERE ET RUE DU CANI;VERS VILLEMENUVE TOLOSANE;;TV;6623.0
RUE DU PRE VICINAL;VICINAL (RUE DU PRE VICINAL);Cugnaux;31157;2015-11-04;2015.0;ENTRE RUE DU VIVIER ET RUE RAPHAEL;VERS AV LECLERC;;TV;3967.0
RUE DES TEINTURIERS;TEINTURIERS (RUE DES TEINTURIERS);Toulouse;31555;2015-09-28;2015.0;ENTRE RUE VIE ET RUE DES FEUILLANTS;VERS RUE LAGANNE;oui;TV;1382.0
IMP DE LA FLAMBERE;FLAMBERE (IMP DE LA FLAMBERE);Toulouse;31555;2015-10-02;2015.0;ENTRE CHE DE LA FLAMBERE ET IMPASSE;VERS CHE DES LA FLAMBERE;;TV;597.0
RUE EMILE BARRIERE;BARRIERE (RUE EMILE BARRIERE);Toulouse;31555;2015-09-18;2015.0;ENTRE RUE TALLIEN ET RUE FONQUERNE;VERS RUE JULES VERNE;;TV;670.0
RUE DES LOIS;LOIS (RUE DES LOIS);Toulouse;31555;2015-12-10;2015.0;ENTRE CAPITOLE ET FOIX;SENS UNIQUE VERS FOIX;oui;TV;1058.0
RUE HILAIRE CHARDONNET;CHARDONNET (RUE HILAIRE CHARDONNET);Toulouse;31555;2015-11-25;2015.0;ENTRE RUEPELLOUTIER ET  AV GDE BRETAGNE;VERS AV DE GRANDE BRETAGNE;;TV;1591.0
RUE DES CONSULS;CONSULS (RUE DES CONSULS);Toulouse;31555;2015-12-15;2015.0;ENTRE RUE ROUX ET RUE COLL;VERS RUE COLL;oui;TV;601.0
AV D ITALIE;ITALIE (AV D ITALIE);Toulouse;31555;2016-01-11;2016.0;ENTRE RUE TARISSAN ET RUE SIZABUIRE;VERS RUE DU MIDI;;TV;1937.0
RUE DES TROIS PILIERS;PILIERS (RUE DES TROIS PILIERS);Toulouse;31555;2014-02-14;2014.0;ENTRE HIRONDELLE ET VERGE D'OR;SENS UNIQUE VERS VERGE D'OR;oui;TV;423.0
PL ARNAUD BERNARD;BERNARD (PL ARNAUD BERNARD);Toulouse;31555;2014-02-13;2014.0;ENTRE BD ARCOLE ET RUE ESCOUSSIERES;VERS BD ARCOLE;;TV;415.0
RUE JEAN MERMOZ;MERMOZ (RUE JEAN MERMOZ);Toulouse;31555;2014-02-04;2014.0;ENTRE FAOURETTE ET DESBALS;VERS DESBALS;;TV;2447.0
RUE DE FENOUILLET;FENOUILLET (RUE DE FENOUILLET);Toulouse;31555;2014-11-18;2014.0;ENTRE SILVIO TRENTIN ET BRIEUX;SENS UNIQUE VERS BRIEUX;oui;TV;3429.0
CHE DU MOULIN DE NAUDIN;NAUDIN (CHE DU MOULIN DE NAUDIN);Blagnac;31069;2014-11-14;2014.0;ENTRE VICTOR ET  CHE GRNADE;VERS VICTOR;;TV;1546.0
CHE DU BRANA D EN BAS;BAS (CHE DU BRANA D EN BAS);Aussonne;31032;2014-09-19;2014.0;ENTRE CONCORDE ET LANGUEDOCIEN;VERS GRAOS;;TV;227.0
ALL JEAN JAURES;JAURES (ALL JEAN JAURES);Toulouse;31555;2014-05-14;2014.0;ENTRE STALINGRAD ET MOULIN BAYARD;VERS RUE CCAFFARELLI;oui;TV;15271.0
RUE DU HUIT MAI 1945;MAI 1945 (RUE DU HUIT MAI 1945);Toulouse;31555;2014-05-15;2014.0;ENTRE RESSEGUIER ET BOULINGRIN;VERS BOULINGRIN;;TV;1279.0
BD LASCROSSES;LASCROSSES (BD LASCROSSES);Toulouse;31555;2014-05-14;2014.0;ENTRE LECLERC ET DUPORTAL (VOIE BUS);VERS LECLERC;;TV;1200.0
RUE DE LA CHAUSSEE;CHAUSSEE (RUE DE LA CHAUSSEE);Toulouse;31555;2014-05-14;2014.0;ENTRE HAURIOU ET JUIN;VERS HAURIOU;;TV;4142.0
RUE MONTOULIEU VELANE;VELANE (RUE MONTOULIEU VELANE);Toulouse;31555;2014-05-13;2014.0;ENTRE 8 MAI 1945 ET VELANE;SENS UNIQUE VERS VELANE;oui;TV;685.0
ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);Toulouse;31555;2014-05-12;2014.0;ENTRE BOURASOL ET VARSY;VERS VARSY;;TV;13016.0
PL DU PARLEMENT;PARLEMENT (PL DU PARLEMENT);Toulouse;31555;2014-05-14;2014.0;ENTRE RENFORTS ET SALIN;VERS PL DU SALIN;;TV;4237.0
BD MATABIAU;MATABIAU (BD MATABIAU);Toulouse;31555;2014-11-03;2014.0;ENTRE PRINTEMPS ET SAINT HONEST;SENS UNIQUE VERS SAINT HONEST;oui;TV;19298.0
RUE DE FONDEVILLE;FONDEVILLE (RUE DE FONDEVILLE);Toulouse;31555;2014-11-01;2014.0;ENTRE CLOTASSE ET AUZEVILLE;AUZEVILLE;;TV;3207.0
RUE ROBESPIERRE;ROBESPIERRE (RUE ROBESPIERRE);Toulouse;31555;2014-10-07;2014.0;ENTRE MONTAUT ET GORP;VERS MONTAUT;;TV;228.0
AV EMILE DEWOITINE;DEWOITINE (AV EMILE DEWOITINE);Blagnac;31069;2014-06-10;2014.0;ENTRE BELLONTE ET ACCES A621;VERS NADOT;;TV;9516.0
RUE DES IRIS;IRIS (RUE DES IRIS);Toulouse;31555;2014-05-16;2014.0;ENTRE TOUJAN ET BEARNAISE;VERS RIEUX;;TV;35.0
RTE DE LABEGE;LABEGE (RTE DE LABEGE);Toulouse;31555;2014-03-24;2014.0;ENTRE NOUADHIBOU ET MALPERE;VERS MALPERE;;TV;5447.0
CHE DE LA PALANQUE;PALANQUE (CHE DE LA PALANQUE);Launaguet;31282;2014-01-13;2014.0;ENTRE SPORTS ET  COMBES;VERS CHE DES COMBES;;TV;3719.0
RUE JEAN GIONO;GIONO (RUE JEAN GIONO);Toulouse;31555;2017-01-16;2017.0;ENTRE RTE SAINT SIMON ET RUE POURRAT;VERS RUE DU TIBET;;TV;236.0
RUE DIDIER DAURAT;DAURAT (RUE DIDIER DAURAT);Fonbeauzard;31186;2017-01-18;2017.0;ENTRE RUE BERLIOT ET RUE GUYNEMER;VERS RUE GUYNEMER;;TV;31.0
CHE DE LICARD;LICARD (CHE DE LICARD);Toulouse;31555;2017-01-16;2017.0;ENTRE ST SIMON ET IMP LICARD;VERS RUE HARCHENKO;;TV;388.0
RTE D AUCH;AUCH (RTE D AUCH);Colomiers;31149;2017-03-17;2017.0;ENTRE ESP MITTERRAND ET RTE D'AUCH;VERS RTE D'AUCH (Toulouse);oui;TV;8302.0
BD EUGENE MONTEL;MONTEL (BD EUGENE MONTEL);Colomiers;31149;2017-03-17;2017.0;ENTRE ESP MITTERRAND ET ALL CORREZE;VERS ALL CORREZE;;TV;13533.0
RTE DE LAUNAGUET;LAUNAGUET (RTE DE LAUNAGUET);Toulouse;31555;2017-03-17;2017.0;ENTRE CHE AUDIBERT ET CHE SEMINAIRE;VERS CHE AUDIBERT;;TV;6495.0
RUE DE LALANDE;LALANDE (RUE DE LALANDE);Toulouse;31555;2018-06-11;2018.0;ENTRE CHE EGLISSE LALANDE ET AV ZAY;VERS AV JEAN ZAY;;TV;242.0
RTE D AGDE;AGDE (RTE D AGDE);Toulouse;31555;2018-09-25;2018.0;ENTRE AV POMPIDOU ET RTE DE GAURE;VERS AV POMPIDOUO;;TV;11890.0
RUE DE BAYARD;BAYARD (RUE DE BAYARD);Toulouse;31555;2018-04-03;2018.0;ENTRE RUE BELFORT ET RUE DE L'ORIENT;VERS RUE DE L'ORIENT;oui;TV;3232.0
RUE BERTRAND DE BORN;BORN (RUE BERTRAND DE BORN)_TOULOUSE;Toulouse;31555;2018-03-19;2018.0;ENTRE RUE STALINGRAD ET RUE JEANBERNAT;VERS RUE JEANBERNAT;oui;TV;1644.0
CHE DE FAGES;FAGES (CHE DE FAGES);Toulouse;31555;2018-03-16;2018.0;ENTRE RUE LITTRE ET AV DE LESPINET;VERS RUE FAURIEL;;TV;94.0
RUE MARC ARCIS;ARCIS (RUE MARC ARCIS);Toulouse;31555;2018-06-04;2018.0;ENTRE AV ESTEBE ET AV DES MINIMES;VERS AV DES MINIMES;oui;TV;1150.0
RTE DE MONDONVILLE;MONDONVILLE (RTE DE MONDONVILLE);Cornebarrieu;31150;2018-03-07;2018.0;ENTRE RUE AUSSONNELLE ET CHE SAINT JAMES;VERS RTE DE TOULOUSE;;TV;11534.0
RUE DE LA VOIE ROMAINE;ROMAINE (RUE DE LA VOIE ROMAINE);Gagnac-Sur-Garonne;31205;2018-03-15;2018.0;ENTRE RD 63 ET RUE TURRET;VERS RUE NOVITAL;;TV;2040.0
RUE DU PONT VIEUX;VIEUX (RUE DU PONT VIEUX);Cornebarrieu;31150;2018-03-07;2018.0;ENTRE RUE 11 NOVEMBRE ET RUE BRIBANS;VERS AV DE VERSAILLE;;TV;4132.0
AV DE FLOURENS;FLOURENS (AV DE FLOURENS);Balma;31044;2018-03-15;2018.0;ENTRE RUE VAN GOGH ET IMP MOURY;VERS AV MAURESSAC;;TV;2320.0
RUE ALEXANDRE SOUMET;SOUMET (RUE ALEXANDRE SOUMET);Toulouse;31555;2018-03-05;2018.0;ENTRE RUE PLANA ET ET RUE AEROSTATION;VERS AV DE LA GLOIRE;;TV;279.0
RUE JEAN BARDY;BARDY (RUE JEAN BARDY);Toulouse;31555;2018-03-07;2018.0;ENTRE RTE DE SEYSSE ET RUE AMANDIER;VERS RUE DE L'AMANDIER;;TV;245.0
RUE CAMBARD;CAMBARD (RUE CAMBARD);Toulouse;31555;2018-09-25;2018.0;ENTRE RUE FEUILLET ET RUE CAILLEVET;VERS CHE NICOL;;TV;3642.0
RTE DE LAUNAGUET;LAUNAGUET (RTE DE LAUNAGUET)__TOULOUSE;Toulouse;31555;2018-11-23;2018.0;ENTRE CHE BOUDOU ET IMP SCUDERY;VERS CHE DES IZARDS;;TV;10737.0
RTE DE LAUNAGUET;LAUNAGUET (RTE DE LAUNAGUET);Launaguet;31282;2018-11-26;2018.0;ENTRE CHE BOUDOU ET RTE DE BESSIERES;VERS CHE BOUDOU;;TV;6372.0
AV DU PARC;PARC (AV DU PARC);Quint-Fonsegrives;31445;2018-11-15;2018.0;ENTRE RTE DE CASTRES ET RUE DES SOURCES;VERS RTE DE CASTRES;;TV;768.0
RUE DUBEZY;DUBEZY (RUE DUBEZY);Toulouse;31555;2019-01-15;2019.0;ENTRE RUE DES AGUDES ET RUE LOUVOIS;VERS RUE DES AGUDES;;TV;764.0
RUE MARIE LAURENCIN;LAURENCIN (RUE MARIE LAURENCIN);Toulouse;31555;2019-02-07;2019.0;ENTRE CHE DE FENOUILLET ET RUE EBERHART;VERS RUE EBERHART;;TV;4179.0
RUE BAQUE;BAQUE (RUE BAQUE);Toulouse;31555;2019-02-18;2019.0;ENTRE AV DES MINIMES ET AV ESTEBE;VERS AV ESTEBE;oui;TV;866.0
RUE DES ANGES;ANGES (RUE DES ANGES);Toulouse;31555;2018-05-14;2018.0;ENTRE RUE BERANGER ET RUE CAMPADIEU;VERS AV FREDERIC ESTEBE;oui;TV;3029.0
RUE SARAH BERNHARDT;BERNHARDT (RUE SARAH BERNHARDT);Toulouse;31555;2018-05-14;2018.0;ENTRE PL MICHAUD ET IMP MARVINGT;VERS CHE CROIX BENITE;;TV;619.0
RUE DU SOLEIL LEVANT;LEVANT (RUE DU SOLEIL LEVANT);Toulouse;31555;2018-04-05;2018.0;ENTRE CHE LAFILAIRE ET RUE DEBUSSY;VERS RUE DEBUSSY;;TV;440.0
AV DE LATTRE DE TASSIGNY;TASSIGNY (AV DE LATTRE DE TASSIGNY);Toulouse;31555;2018-01-31;2018.0;BRETELLE ACCES PT GARIGLIANO;VERS BD DES RECOLLETS;oui;TV;3261.0
AV RAYMOND NAVES;NAVES (AV RAYMOND NAVES);Toulouse;31555;2018-02-07;2018.0;ENTRE RUE LESCOT ET RUE NONORGUE;VERS RUE SAINTE CLAIRE;;TV;1446.0
RUE JULES VERNE;VERNE (RUE JULES VERNE);Toulouse;31555;2014-12-03;2014.0;ENTRE TAILLEN ET SILVIO TRENETIN;SENS UNIQUE VERS SILVIO TRENTIN;oui;TV;4965.0
CHE DE MAZAYGUES;MAZAYGUES (CHE DE MAZAYGUES);Toulouse;31555;2018-01-31;2018.0;ENTRE RUE PAGNOL ETRUE LLAGONE;VERS CHE FERRO LEBRES;;TV;1429.0
CHE DE LA PALANQUE;PALANQUE (CHE DE LA PALANQUE);L'union;31561;2018-03-05;2018.0;ENTRE CHE DE LA VIOLETTE ET PICHOUNELLE;VERS LAUNAGUET;;TV;5416.0
CHE DE PEYRELONG;PEYRELONG (CHE DE PEYRELONG);Aussonne;31032;2018-03-07;2018.0;ENTRE CHE DE LAGASSINE ET RUE NOUGAR;VERS CHE LAGASSINES;;TV;852.0
AV D ANDROMEDE;ANDROMEDE (AV D ANDROMEDE);Blagnac;31069;2018-03-14;2018.0;ENTRE RUE PETIT ET RUE FISHL;VERS BD DE L'EUROPE;;TV;4081.0
RUE GABRIEL PERI;PERI (RUE GABRIEL PERI)_TOULOUSE;Toulouse;31555;2018-03-19;2018.0;ENTRE RUE AMELIE ET RUE MERCADIER;VERS BD RIQUET;oui;TV;4048.0
RUE DES SEPT TROUBADOURS;TROUBADOURS (RUE DES SEPT TROUBADOURS)_TOULOUSE;Toulouse;31555;2018-03-19;2018.0;ENTRE BD RIQUET ET RUE RIQUET;RUE RUE RIQUET;oui;TV;1644.0
RUE DES SICARDS;SICARDS (RUE DES SICARDS)_ST-ORENS-DE-GAMEVILLE;Saint-Orens-De-Gameville;31506;2018-03-27;2018.0;ENTRE AV  TOULOUSE ET AV MARQUEILLE;VERS AV DE LA MARQUIELLE;;TV;2200.0
RUE DE CUGNAUX;CUGNAUX (RUE DE CUGNAUX)__TOULOUSE;Toulouse;31555;2018-04-05;2018.0;ENTRE RUE GRAVETTE ET RUE NUNGESSER;VERS ALL CHARLES DE FITE;;TV;5300.0
RUE DES AMIDONNIERS;AMIDONNIERS (RUE DES AMIDONNIERS);Toulouse;31555;2018-04-05;2018.0;ENTRE RUE ST BRUNO ET RUE STE MARGUERITE;VERS AV DEBAT PONSAN;oui;TV;2562.0
RUE DES CEDRES;CEDRES (RUE DES CEDRES);Tournefeuille;31557;2018-05-15;2018.0;ENTRE AV LECLERC ET RUE DES OLIVIERS;VERS AV LECLERC;;TV;187.0
RUE BERNARD DELICIEUX;DELICIEUX (RUE BERNARD DELICIEUX);Toulouse;31555;2018-05-15;2018.0;ENTRE RUE VERNE ET RUE LEGENDRE;VERS CHE PRAT LONG;;TV;1033.0
RUE DU GENERAL BOURBAKI;BOURBAKI (RUE DU GENERAL BOURBAKI);Toulouse;31555;2018-06-04;2018.0;ENTRE RUE FILHOL ET RUE FIGEAC;VERS BD TRENTIN;;TV;2492.0
CHE DE GABARDIE;GABARDIE (CHE DE GABARDIE);Toulouse;31555;2018-06-15;2018.0;ENTRE RUE VASSEUR ET CH MONTREDON;VERS CHE DE MONTREDON;;TV;336.0
RUE RAYMOND BOULOGNE;BOULOGNE (RUE RAYMOND BOULOGNE);Toulouse;31555;2018-06-16;2018.0;ENTRE RUE DE FENOUL;VERS ALL DE LIMAYRAC;;TV;1057.0
RUE DU PROFESSEUR JAMMES;JAMMES (RUE DU PROFESSEUR JAMMES);Toulouse;31555;2018-09-18;2018.0;ENTRE RUE NEGRENEYS ET RUE GUTENBERG;VERS RUE NEGRENEYS;oui;TV;151.0
CHE DE NICOL;NICOL (CHE DE NICOL);Toulouse;31555;2018-09-28;2018.0;ENTRE RUE CAMBARD ET RUE DESPAVOTS;VERS RTE D'AGDE;;TV;1470.0
RUE JEAN HOUDON;HOUDON (RUE JEAN HOUDON);Toulouse;31555;2018-09-26;2018.0;ENTRE RTE D'AGDE ET AV DU PARC;VERS CEH DES ARGOULETS;;TV;781.0
RUE DE CAUMONT;CAUMONT (RUE DE CAUMONT);Toulouse;31555;2018-09-26;2018.0;ENTRE CHE DES ARGOULETS ET RUE HEUILLET;VERS RUE PLANA;;TV;562.0
RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);Toulouse;31555;2017-09-25;2017.0;ENTRE ALL GUYENNE ET RUE LAMBERT;VERS RUE PAL LAMBERT;;TV;11398.0
RUE SAINT JEAN;JEAN (RUE SAINT JEAN);Balma;31044;2017-09-25;2017.0;ENTRE AV DE ARENES ET RUE PEPINIERE;VERS AV GALILEE;;TV;5390.0
AV DU MAL LECLERC DE HAUTECLOCQUE;HAUTECLOCQUE (AV DU MAL LECLERC DE HAUTECLOCQUE;Tournefeuille;31557;2017-09-25;2017.0;ENTRE RUE DES CEDRES ET RUE PASTEUR;VERS AV DU MARQUISAT;;TV;7851.0
CHE DU CHEVREFEUILLE;CHEVREFEUILLE (CHE DU CHEVREFEUILLE);Toulouse;31555;2017-09-28;2017.0;ENTRE RTE DE BAYONNE ET AV BRUNAUD;VERS RTE DE BAYONNE;;TV;1633.0
RUE DU PONT DE TOUNIS;TOUNIS (RUE DU PONT DE TOUNIS);Toulouse;31555;2017-10-05;2017.0;ENTRE QUAI DE TOUNIS ET RU DALBADE;VERS RUE DE LA DALBADE;oui;TV;1749.0
RUE DES PRETRES;PRETRES (RUE DES PRETRES);Toulouse;31555;2017-10-05;2017.0;ENTRE RUE SAINT REMESY ET RPL DES CARMES;VERS PL DES CARMES;oui;TV;2047.0
RUE PIERRE CAZENEUVE;CAZENEUVE (RUE PIERRE CAZENEUVE);Toulouse;31555;2017-10-09;2017.0;ENTRE CHE LINIERES ET RUE TAINE;VERS BD CURIE;;TV;218.0
CHE DE SAINT JEAN;JEAN (CHE DE SAINT JEAN);Montrabú;31389;2017-10-19;2017.0;ENTRE CHE TOMBEROUSSY ET ALL AUTAN;VERS ALL AUTAN;;TV;1488.0
AV DU COLONEL ROCHE;ROCHE (AV DU COLONEL ROCHE);Toulouse;31555;2017-11-06;2017.0;ENTRE RANGUEIL ET RD PT CAMBOU;VERS AV BELIN;;TV;5424.0
RUE CLAUDE GONIN;GONIN (RUE CLAUDE GONIN);Toulouse;31555;2017-11-08;2017.0;ENTRE CHE PAYSSAT ET CHE CARROSSE;VERS CHE CARROSSE;;TV;5280.0
CHE HENRI BESSEMER;BESSEMER (CHE HENRI BESSEMER);Toulouse;31555;2017-11-16;2017.0;ENTRE RUE LAUSANNE ET RUE ZURICH;VERS BD DE L'EMBOUOCHURE;;TV;1493.0
RUE HENRI MATISSE;MATISSE (RUE HENRI MATISSE);Toulouse;31555;2017-11-16;2017.0;ENTRE CHE DU SANG DE SERP ET RUE BESSEMER;VERS BD DE SUISSE;;TV;306.0
CHE DU SANG DE SERP;SERP (CHE DU SANG DE SERP);Toulouse;31555;2017-11-16;2017.0;ENTRE CHE TRICOU ET RUE BOBILLOT;VERS BD DE SUISSE;;TV;4968.0
RUE FRANCOISE D EAUBONNE;EAUBONNE (RUE FRANCOISE D EAUBONNE);Toulouse;31555;2017-11-22;2017.0;EBTRE BD NETWILLER ET RUE ZETKIN;VERS RUE ZETKIN;;TV;1422.0
RUE CHARLAS;CHARLAS (RUE CHARLAS);Toulouse;31555;2017-11-27;2017.0;ENTRE AV Etats-Unis ET RUE MATHALY;VERS RUE MATHALY;;TV;146.0
ANC CHE DE LASSERRE;LASSERRE (ANC CHE DE LASSERRE);Pibrac;31417;2017-11-29;2017.0;ENTRE RTE DE LEVIGNAC ET PARC DU CHATEAU;VERS RTE DE LEVIGNAC;;TV;1614.0
RTE DE TOULOUSE;TOULOUSE (RTE DE TOULOUSE);Seilh;31541;2017-11-29;2017.0;ENTRE CHE DE PERCIN ET ALL BOISSON;VERS TOULOUSE;;TV;12919.0
CHE DE TUCAUT;TUCAUT (CHE DE TUCAUT);Toulouse;31555;2017-11-30;2017.0;ENTRE CHE CANTO LAOUZETTO ET IMP ANSALDI;VERS CHE BASSO CAMBO;;TV;5995.0
RUE FREDERIC CHOPIN;CHOPIN (RUE FREDERIC CHOPIN);Toulouse;31555;2017-12-08;2017.0;ENTRE CHE DE PALEFICAT ET IMP RIGAL;VERS RUE ROSTAND;;TV;217.0
AV DE LA GARONNETTE;GARONNETTE (AV DE LA GARONNETTE);Toulouse;31555;2017-12-15;2017.0;ENTRE AV HAURIOU ET PONT DE TOUNIS;VERS AV HAURIOU;;TV;613.0
CHE DE PECHBUSQUE;PECHBUSQUE (CHE DE PECHBUSQUE);Toulouse;31555;2018-01-09;2018.0;ENTRE RUE DE FONDEVILLE ET CHE RIVALSUPERVI;VERS CHE RIVALSUPERVIC;;TV;2546.0
BD DE L EUROPE;EUROPE (BD DE L EUROPE);Colomiers;31149;2018-01-10;2018.0;ENTRE AV MARTIN ET ESP RAMASSIERS;VERS BD INGRES;;TV;3411.0
RUE POUZONVILLE;POUZONVILLE (RUE POUZONVILLE);Toulouse;31555;2018-01-11;2018.0;ENTRE RUE MERLY ET RUE DE L'ARC;VERS RUE SAINT BERNARD;oui;TV;640.0
AV GEORGE SAND;SAND (AV GEORGE SAND);Colomiers;31149;2017-03-17;2017.0;ENTRE GIR GARE ET RUE COLLONGUE;VERS ESP MITTERRAND;;TV;552.0
RUE MAGRESSOLES;MAGRESSOLES (RUE MAGRESSOLES);Castelginest;31116;2017-04-19;2017.0;ENTRE RUE SAINT CHARLES ET RUE DE LA TEULAR;VERS RUE DE LA TEULARIE;oui;TV;2522.0
AV DU PARC;PARC (AV DU PARC);Aucamville;31022;2017-04-21;2017.0;ENTRE RUE DES ECOLES ET RUE SICRE;VERS RUE SICRE;;TV;644.0
CHE DES BOURDETTES;BOURDETTES (CHE DES BOURDETTES);Aucamville;31022;2017-04-21;2017.0;ENTRE RUE DES ECOLES ET IMP ROSE;VERS RUE DES ECOLES;;TV;4235.0
ANC CHE DE BRAX;BRAX (ANC CHE DE BRAX);Pibrac;31417;2017-04-21;2017.0;ENTRE RUE PETIT PIERRE ET PAS DES CAPELLES;VERS RUE DU PRIEURE;;TV;953.0
CHE DU CHATEAU CRU;CRU (CHE DU CHATEAU CRU);Pibrac;31417;2017-04-21;2017.0;ENTRE RUE PUYMORENS ET RUE DU GAT;VERS RUE DE PUIYMORENS;;TV;666.0
RUE SAINT CHARLES;CHARLES (RUE SAINT CHARLES);Toulouse;31555;2017-05-15;2017.0;ENTRE RANCY ET PETRARQUE;VERS PETRARQUE;oui;TV;681.0
PL DU SALIN;SALIN (PL DU SALIN);Toulouse;31555;2017-05-15;2017.0;ENTRE RUE DES AZES ET RUE LANGUEDOC;VERS RUE DE AZES;;TV;475.0
DEPARTEMENTALE 63G;63G (DEPARTEMENTALE 63G);Bruguiþres;31091;2017-05-16;2017.0;ENTRE AV DE TOULOUSE ET AV INDUSTRIE;VERS AV DE L'INDUSTRIE;;TV;10129.0
CHE DES CARMES;CARMES (CHE DES CARMES);Toulouse;31555;2017-06-05;2017.0;ENTRE RTE DE LABEGE ET RUE DES VIGNES;VERS RUE FONDARGENT;;TV;1414.0
RUE DES LACS;LACS (RUE DES LACS);Lespinasse;31293;2017-06-12;2017.0;ENTRE ALL DES MURIERS ET RTE DE L'HERS;VERS ALL DES MURIERS;;TV;1083.0
RTE DE LA SAUNE;SAUNE (RTE DE LA SAUNE);Quint-Fonsegrives;31445;2017-06-12;2017.0;ENTRE CHE DE L'EGLISE ET CHE DE QUINT;VERS AIGREFEUILLE;;TV;5221.0
CHE MAL CLABEL;CLABEL (CHE MAL CLABEL);Toulouse;31555;2017-09-07;2017.0;ENTRE RUE DE L'ARIEGE ET RUE DE LA MEUSE;VERS RUE DE LA MEUSE;;TV;841.0
CHE REBOUL;REBOUL (CHE REBOUL);Toulouse;31555;2017-09-14;2017.0;ENTRE CHE DU MARIN ET CHE CORNEILLAN;VERS CHE DU MARIN;;TV;572.0
AV DE GASCOGNE;GASCOGNE (AV DE GASCOGNE);Tournefeuille;31557;2017-09-14;2017.0;ENTRE RUE CAMPISTRON ET ALL HIGOUNENG;VERS BD AURIOL;;TV;3180.0
RUE DE LA LORRAINE;LORRAINE (RUE DE LA LORRAINE);Toulouse;31555;2017-09-19;2017.0;ENTRE RUE DU NIVERNAIS ET RUE DE LA MARTINI;VERS RUE DU NIVERNAIS;;TV;247.0
COTE DE CORNAUDRIC;CORNAUDRIC (COTE DE CORNAUDRIC);Union;31561;2016-09-28;2016.0;ENTRE RTE DE BESSIERES ET SAULES;VERS AV DE CORNAUDRIC;;TV;1203.0
RTE DE BESSIERES;BESSIERES (RTE DE BESSIERES);Union;31561;2016-09-30;2016.0;ENTRE RUE NOISETIERS ET COTE CORNAUDRIC;VERS AV DE TOULOUSE;;TV;6230.0
RUE ROQUEMAUREL;ROQUEMAUREL (RUE ROQUEMAUREL);Toulouse;31555;2016-11-23;2016.0;ENTRE RUEGIROUD ET RUE PARK;VERS RUE GIROUD;;TV;1298.0
AV JULES VEDRINES;VEDRINES (AV JULES VEDRINES);Aussonne;31032;2016-11-25;2016.0;ENTTRE CHE ARGILOS ET RUE DORET;VERS CHE ARGILOS;;TV;327.0
CHE D AL NOBLE;NOBLE (CHE D AL NOBLE);Colomiers;31149;2016-11-25;2016.0;ENTRE CHE BELLEVUE ET  ALL DU PERTHUS;VERS AV SAND;;TV;1065.0
RUE MALARD;MALARD (RUE MALARD);Blagnac;31069;2016-11-25;2016.0;ENTRE CHE DES SOEURS ET RUE DELPONT;VERS RUE PASTEUR;;TV;1730.0
CHE DE TERREFORT;TERREFORT (CHE DE TERREFORT);Cornebarrieu;31150;2016-11-25;2016.0;ENTRE RUE DU CASSE ET RTE DE TOULOUSE;VERS RUE DU CASSE;;TV;781.0
CHE DE LASBADORQUES;LASBADORQUES (CHE DE LASBADORQUES);Cornebarrieu;31150;2016-11-25;2016.0;ENTRE CHE DE CORDELLE ET MONDONVILLE;VERSCHE DE CORDELLE;;TV;302.0
RUE HENRI EBELOT;EBELOT (RUE HENRI EBELOT);Toulouse;31555;2016-11-29;2016.0;ENTRE RUE GIRAUD ET RUE AMADE;VERS RUEGIRAUD;;TV;1801.0
RUE MAURICE CAUNES;CAUNES (RUE MAURICE CAUNES);Toulouse;31555;2017-01-09;2017.0;ENTRE IMP GESTA ET IMP BREMOND;VERS RUE VASSEUR;;TV;1883.0
RTE DE LAUNAGUET;LAUNAGUET (RTE DE LAUNAGUET);Toulouse;31555;2017-01-09;2017.0;ENTRE RUE LABICHE ET RUE TERRAY;VERS BD MARIE CURIE;;TV;7357.0
RTE DE LAUNAGUET;LAUNAGUET (RTE DE LAUNAGUET);Toulouse;31555;2017-01-09;2017.0;ENTRE RUE RIMBAUD ET RUE LOUBENS;VERS BD MARIE CURIE;;TV;7740.0
RUE ESCOUS. MONTGAILLARD;MONTGAILLARD (RUE ESCOUS. MONTGAILLARD);Toulouse;31555;2017-01-10;2017.0;ENTRE RUE OZENNE ET RUE ESPINASSE;VERS RUE OZENNE;;TV;391.0
