Street;Motdir;Commune;"Code
Insee";"Date
Comptage";Année;Section;Sens de comptage;"Voie en
Sens unique";Type;"Moyenne
Jours ouvrés par semaine "
RTE DE CORNEBARRIEU;CORNEBARRIEU (RTE DE CORNEBARRIEU);Colomiers;31149;2016-03-11;2016.0;ENTRE RTE DE COLOMIERS ET CHE DU GAROUSSAL;VERS COLOMIERS;;TV;10176.0
CHE DE LA FLAMBERE;FLAMBERE (CHE DE LA FLAMBERE);Toulouse;31555;2016-03-11;2016.0;ENTRE CASSELARDIT ET RUE GARDEL;VERS AV DE CASSELARDIT;;TV;3366.0
RUE MAURICE HUREL;HUREL (RUE MAURICE HUREL);Toulouse;31555;2016-03-14;2016.0;ENTRE AV DASSAULT ET RUE HILSZ;VERS AV MARCEL DASSAULT;;TV;581.0
ALL ARMAND PRAVIEL;PRAVIEL (ALL ARMAND PRAVIEL);Colomiers;31149;2016-01-13;2016.0;ENTRE ALL GARDEL ET ALL NOUGARO;VERS ALL NOUGARO;;TV;99.0
RUE DE LA GARE;GARE (RUE DE LA GARE);Pibrac;31417;2016-01-21;2016.0;ENTRE IMP DE LA GARE ET RUE PETIT PIERRE;VERS LA GARE;;TV;4724.0
RUE CROIX BARAGNON;BARAGNON (RUE CROIX BARAGNON);Toulouse;31555;2017-12-15;2017.0;ENTRE RUE DES ARTS ET RUE DES 3 BANQUETS;VERS PL SAINT ETIENNE;oui;TV;3727.0
CHE D ALIES;ALIES (CHE D ALIES);Aussonne;31032;2018-01-10;2018.0;ENTRE CHE CARTANES ET LOT BOURTOULOUMERY;VERS CHE CARTANES;;TV;186.0
RUE DU DR MARCEL BOUVIER;BOUVIER (RUE DU DR MARCEL BOUVIER);Toulouse;31555;2017-12-01;2017.0;ENTRE RUE GARIBALDI ET FAUBOURG BONNEFOY;VERS FAUBOURG BONNEFOY;;TV;3480.0
AV FRIZAC;FRIZAC (AV FRIZAC);Toulouse;31555;2017-12-04;2017.0;ENTRE RUE PHILOMENE ET ALL DEMOISELLES;VERS PL BUSCA VOIE BUS;;TV;187.0
RUE BERNARD AMIEL;AMIEL (RUE BERNARD AMIEL);Saint-Alban;31467;2017-11-27;2017.0;ENTRE AV DU 8 MAI 1945 ET RUE DES TILLEULS;VERS RUE DES TILLEULS;;TV;2146.0
RUE DROUET;DROUET (RUE DROUET);Toulouse;31555;2017-11-16;2017.0;ENTRE AV DU CIMETIERE ET RUE SAINT BERNARD;VERS RUE SAINT BERNARD;;TV;41.0
RUE DES TOURNESOLS;TOURNESOLS (RUE DES TOURNESOLS);Saint-Alban;31467;2017-12-13;2017.0;ENTRE RUE CURIE ET IMP BLES D'OR;VERS RUE DES CHARDONS;;TV;101.0
RUE JACQUES GAMELIN;GAMELIN (RUE JACQUES GAMELIN);Toulouse;31555;2017-12-15;2017.0;ENTRE RUE FIEUX ET RUE BRASCASSAT;VERS RUE BRASCASSAT;;TV;2646.0
AV EDOUARD SERRES;SERRES (AV EDOUARD SERRES)__COLOMIERS;Colomiers;31149;2017-09-28;2017.0;ENTRE BD DASSAULT ET AV BRUNAUD;VERS BD DASSAULT;;TV;5148.0
AV LOUIS BREGUET;BREGUET (AV LOUIS BREGUET);Toulouse;31555;2017-11-06;2017.0;ENTRE RUE PORTILLON ET CHE CARROSSE;VERS AV SAINT EXUPERY;;TV;5760.0
CHE DES CARMES;CARMES (CHE DES CARMES);Toulouse;31555;2017-11-06;2017.0;ENTRE RTE DE LABEGE ET RUE DES VIGNES;VERS RTE DE LABEGE;;TV;1973.0
CHE DE MALEPERE;MALEPERE (CHE DE MALEPERE);Toulouse;31555;2017-11-06;2017.0;ENTRE CHE DES CARMES ET RTE LABEGE;VERS RTE DE LABEGE;;TV;1741.0
RUE BARRAU;BARRAU (RUE BARRAU);Toulouse;31555;2017-11-29;2017.0;ENTRE RUE BOSSUET ET RUE NOGUIER;VERS AV SAINT EXUPERY;oui;TV;1122.0
RTE DE CAYRAS;CAYRAS (RTE DE CAYRAS);Saint-Orens-De-Gameville;31506;2018-01-30;2018.0;ENTRE CHE DES BASSINS ET RUE PARTANAIS;VERS RUE PARTANAIS;;TV;5519.0
RUE DE FONDEVILLE;FONDEVILLE (RUE DE FONDEVILLE);Toulouse;31555;2018-01-10;2018.0;ENTRECHE DU CASTEL ET CHE DU VALLON;VERS CHE DU VALLON;;TV;1782.0
ALL DU MORBIHAN;MORBIHAN (ALL DU MORBIHAN);Colomiers;31149;2018-01-10;2018.0;ENTRE BD HUGO ET ALL BELLE ILE;VERS ALL DE BELLE ILE;;TV;366.0
RUE ALPHONSE DAUDET;DAUDET (RUE ALPHONSE DAUDET);Blagnac;31069;2018-01-10;2018.0;ENTRE RUE VILLON;VERS RTE DE GRENADE;;TV;293.0
RUE ETIENNE COLLONGUES;COLLONGUES (RUE ETIENNE COLLONGUES);Colomiers;31149;2017-09-25;2017.0;ENTRE CHE TUILERIES ET ALL DE LA DROME;VERS RUE COLONGUES;;TV;5170.0
CHE DE LA PALANQUE;PALANQUE (CHE DE LA PALANQUE);Launaguet;31282;2014-01-13;2014.0;ENTRE VIREBENT ET LUMIERES;VERS CHE VIREBENT;;TV;5285.0
AV DE FRANCAZAL;FRANCAZAL (AV DE FRANCAZAL);Cugnaux;31157;2015-11-04;2015.0;ENTRE ALL LACORRE ET RUE CURIE;VERS RUE DE LA CRESSONNIERE;;TV;1966.0
Bretelle accÞs RD916 (ouest);(VA VA000498);Toulouse;31555;2015-10-12;2015.0;ENTRE COSMONAUTES ET RD916;VERS RUE DES COSMONAUTES;;TV;5294.0
AV POMPIDOU;POMPIDOU (AV POMPIDOU);Cugnaux;31157;2015-11-04;2015.0;ENTRE PL DE L'EGLISE ET RUE DE LA VIELLE EG;VERS AV DE TOULOUSE;;TV;5765.0
AV DE LA MARCAISSONNE;MARCAISSONNE (AV DE LA MARCAISSONNE);Toulouse;31555;2015-05-26;2015.0;ENTRE CHE DES TUILERIES ET AV E GAMEVILLE;VERS AV DE GAMEVILLE;;TV;6610.0
BD DE LA MEDITERRANEE;MEDITERRANEE (BD DE LA MEDITERRANEE);Toulouse;31555;2015-05-10;2015.0;ENTRE RUE DE LA MARINE ET CHE DE FAGES;VERS ROCADE;;TV;6781.0
RUE SAINTE URSULE;URSULE (RUE SAINTE URSULE);Toulouse;31555;2015-06-24;2015.0;ENTRE GESTE ET MAY;SENS UNIQUE VERS TEMPONIERES;oui;TV;955.0
BD DE SELERY;SELERY (BD DE SELERY);Colomiers;31149;2015-10-02;2015.0;ENTRE AV FLAUBERT ET CHE DE SAINT JEAN;VERS ALL DU MACONNAIS;;TV;4269.0
CHE DU RAMELET MOUNDI;MOUNDI (CHE DU RAMELET MOUNDI);Toulouse;31555;2015-06-16;2015.0;ENTRE RUE DEVILLELE ET CHE DE CATALA;VERS CHE DE CATALA;;TV;4763.0
AV PIERRE MOLETTE;MOLETTE (AV PIERRE MOLETTE);Toulouse;31555;2015-06-10;2015.0;ENTRE AV DE  LARDENNE ET RUE ALEMBERT;VERS RUE ALEMBERT;;TV;961.0
RUE MICHEL LABROUSSE;LABROUSSE (RUE MICHEL LABROUSSE);Toulouse;31555;2015-06-22;2015.0;ENTRE AV CROUTTE ET IMP LABROUSSE;LES 2 SENS;;TV;2607.0
AV DE MURET;MURET (AV DE MURET);Toulouse;31555;2014-02-05;2014.0;ENTRE DEODAT DE SEVERAC ET BENEZET;VERS BENEZET;;TV;3746.0
RUE DES COCCINELLES;COCCINELLES (RUE DES COCCINELLES);Beauzelle;31056;2014-09-19;2014.0;ENTRE LIBELULES ET CIGALES;VERS IMP LIBELULES;;TV;67.0
RUE GABRIEL PERI;PERI (RUE GABRIEL PERI);Toulouse;31555;2014-06-23;2014.0;ENTRE PLC DAMLOUP ET RIQUET;VERS RIQUET;;TV;2045.0
RUE VELASQUEZ;VELASQUEZ (RUE VELASQUEZ);Toulouse;31555;2014-03-17;2014.0;ENTRE CHE LAPORTE ET RTE DE BAYONNE;VERS RTE DE BAYONNE;;TV;1200.0
RUE DE METZ;METZ (RUE DE METZ);Toulouse;31555;2015-01-15;2015.0;ENTRE ARTS ET ESQUIROL;VERS ESQUIROL;oui;TV;7910.0
RUE CLAUSADE;CLAUSADE (RUE CLAUSADE);Toulouse;31555;2015-12-01;2015.0;ENTRE FENOUILLET ET RUBENS;VERS RUE DE FENOUILLET;oui;TV;751.0
AV DE LAPEYRIERE;LAPEYRIERE (AV DE LAPEYRIERE);Saint-Jean;31488;2015-11-17;2015.0;NETRE RUE DES ECOLES ET RUE DES TAMARIS;VERS RUE DES TAMARIS;;TV;1847.0
RUE DOMINIQUE CLOS;CLOS (RUE DOMINIQUE CLOS);Toulouse;31555;2015-03-30;2015.0;ENTRE TOURNEFEUILLE ET FOURNIER;VERS CHE DE TOURNEFEUILLE;;TV;645.0
RUE DOMINIQUE CLOS;CLOS (RUE DOMINIQUE CLOS);Toulouse;31555;2015-03-30;2015.0;ENTRE RUE ET CHE NEGO SAOUNOS;VERS GALY;;TV;687.0
RUE VELASQUEZ;VELASQUEZ (RUE VELASQUEZ);Toulouse;31555;2015-03-30;2015.0;ENTRE LAPORTE ET BLAGNAC;VERS LAPORTE;;TV;3521.0
AV DU GENERAL EISENHOWER;EISENHOWER (AV DU GENERAL EISENHOWER);Toulouse;31555;2016-01-12;2016.0;ENTRE RUE JEAN PERRIN ET A64;VERS AV LARRIEU;;TV;20541.0
RUE DE LA BASTIDE;BASTIDE (RUE DE LA BASTIDE);Toulouse;31555;2015-12-10;2015.0;ENTRE RUE VALADE ET RUE PARGAMINIERES;VERS RUE PARGAMINIERES;oui;TV;53.0
RUE D ANTIPOUL;ANTIPOUL (RUE D ANTIPOUL);Toulouse;31555;2015-12-15;2015.0;ENTRE RUE LA BRUYERE ET RUE DES FONTAINES;VERS RUE DES FONTAINES;oui;TV;688.0
RUE DES FONTAINES;FONTAINES (RUE DES FONTAINES);Toulouse;31555;2015-12-15;2015.0;ENTRE RUE GAMELSY ET RUE ROUDIL;VERS PLACE DU RAVELIN;oui;TV;3026.0
RUE DES CHAMOIS;CHAMOIS (RUE DES CHAMOIS);Toulouse;31555;2015-12-11;2015.0;ENTRE RUE VAN DYCK ET RUE FRAGOGNARD;VERS RUE VAN DYCK;;TV;2463.0
RUE FORTUNE GASPAROTTO;GASPAROTTO (RUE FORTUNE GASPAROTTO);Toulouse;31555;2016-11-21;2016.0;ENTRE RTE DE FRONTON ET CHE CROIX BENITE;VERS RTE DE FRONTON;;TV;227.0
RUE MALARD;MALARD (RUE MALARD);Blagnac;31069;2016-11-25;2016.0;ENTRE CHE DES SOEURS ET RUE DELPONT;VERS RTE DE GRENADE;;TV;484.0
RTE DE LABEGE;LABEGE (RTE DE LABEGE);Toulouse;31555;2016-11-12;2016.0;ENTRE RUE SERVANTY ET RUE NOUADHIBOU;VERS RUE NOUADHIBOU;;TV;5369.0
AV FREDERIC ESTEBE;ESTEBE (AV FREDERIC ESTEBE);Toulouse;31555;2017-03-13;2017.0;ENTRE AV DES MINIMES ET RUE GUYNEMER;SENS UNIQUE VERS ANGES;oui;TV;4854.0
AV DES MINIMES;MINIMES (AV DES MINIMES);Toulouse;31555;2017-03-13;2017.0;ENTRE RUE SAINTE FAMILLE ET RUE DOMREMY;VERS BD DES MINIMES;;TV;9685.0
AV DE LA MARCAISSONNE;MARCAISSONNE (AV DE LA MARCAISSONNE);Toulouse;31555;2017-09-25;2017.0;ENTRE CHE DES TUILERIES ET AV E GAMEVILLE;VERS CHE DES TUILLERIES;;TV;7406.0
RTE DE LA SAUNE;SAUNE (RTE DE LA SAUNE);Quint-Fonsegrives;31445;2017-09-25;2017.0;ENTRE CHE DE QUINT ET RTE DE QUINT;VERS RTE DE QUINT;;TV;4986.0
RUE DE LA DALBADE;DALBADE (RUE DE LA DALBADE);Toulouse;31555;2017-10-05;2017.0;ENTRE RUE SAINT JEAN ET RUE BRUNIERE;VERS RUE DE LA FONDERIE;oui;TV;3184.0
QU DE TOUNIS;TOUNIS (QU DE TOUNIS);Toulouse;31555;2017-10-04;2017.0;ENTRE PT NEUF ET RUE DU PT TOUNIS;VERS AV HAURIOU;oui;TV;7132.0
CHE DES CLOTASSES;CLOTASSES (CHE DES CLOTASSES);Toulouse;31555;2017-09-28;2017.0;ENTRE RUE HERGE ET CHE DES SAUGES;VERSRTE DE NARBONNE;;TV;1437.0
BD VICTOR HUGO;HUGO (BD VICTOR HUGO);Colomiers;31149;2017-09-25;2017.0;ENTRE N124 ET RUE CURIE;VERS RN 124;;TV;14649.0
AV DIDIER DAURAT;DAURAT (AV DIDIER DAURAT);Toulouse;31555;2017-11-08;2017.0;ENTRE RUE VEDRINES ET RUE RODIER;VERS RUE VILLET;;TV;5076.0
CHE DU CANAL;CANAL (CHE DU CANAL);Toulouse;31555;2017-11-07;2017.0;ENTRE AV RANGUEIL ET RUE VALLEE;VERS AV DE RANGUEIL;;TV;1597.0
RUE LOUIS VARNEY;VARNEY (RUE LOUIS VARNEY);Toulouse;31555;2017-11-16;2017.0;ENTRE CHE PESCADOURE ET RUE MILLET;VERS CHE PESCADOURE;;TV;195.0
RUE DE CHAUSSAS;CHAUSSAS (RUE DE CHAUSSAS);Toulouse;31555;2017-11-16;2017.0;ENTRE RUE ROCHEFOUCAULD ET RUE MILLET;VERS RUE MILLET;;TV;4126.0
AV DU GRAND RAMIER;RAMIER (AV DU GRAND RAMIER);Toulouse;31555;2018-01-31;2018.0;ENTRE PONT SAINT MICHEL ET PONT BANLEVE;VERS ALL SOULA;;TV;1024.0
AV LOUIS COUDER;COUDER (AV LOUIS COUDER);Saint-Orens-De-Gameville;31506;2018-01-30;2018.0;ENTRE AV DES FLORALIES;VERS RTE DE LABEGE;;TV;3277.0
RUE LOUIS MARC DEMOUILLES;DEMOUILLES (RUE LOUIS MARC DEMOUILLES);Toulouse;31555;2017-12-04;2017.0;ENTRE RUE DURRBACH ET RUE STE PHILOMENE;VERS RUE TANNERIE;oui;TV;876.0
RUE FRANCOISE;FRANCOISE (RUE FRANCOISE);Aucamville;31022;2017-12-04;2017.0;ENTRE RUE ADE ET RUE GARROS;VERS CHE DE LESPINASSE;;TV;1975.0
CHE DE TUCAUT;TUCAUT (CHE DE TUCAUT)_CUGNAUX;Toulouse;31555;2017-11-30;2017.0;ENTRE CHE BASSOCAMBO ET RUE PRILLOUME;VERS CHE BASSO CAMBO;;TV;5690.0
RUE SAINTE MELANIE;MELANIE (RUE SAINTE MELANIE);Toulouse;31555;2017-11-27;2017.0;ENTRE RUE CLAUSADE ET AV DES Etats-Unis;VERS RUE CLAUSADE;;TV;242.0
DEPARTEMENTALE 820;820 (DEPARTEMENTALE 820);Saint-Jory;31490;2017-11-29;2017.0;ENTRE LESPINASSE ET RD20;VERS RD 20;;TV;8982.0
RUE HENRY DE GORSSE;GORSSE (RUE HENRY DE GORSSE);Toulouse;31555;2017-12-15;2017.0;ENTRE RUE DES PARADOUX ET RUE DES COUTELIER;VERS RUE DES COUTELIERS;oui;TV;2065.0
RTE DE MONDONVILLE;MONDONVILLE (RTE DE MONDONVILLE);Cornebarrieu;31150;2018-01-10;2018.0;ENTRE RUE AUSSONNELLE ET CHE SAINT JAMES;VERS CHE SAINT JAMES;;TV;10394.0
CHE DE LARRIOU;LARRIOU (CHE DE LARRIOU);Pibrac;31417;2018-01-10;2018.0;ENTRE RUE MAISONNERAIE ET RUE TOURNESOLS;VERS RUE DES TOURNESOLS;;TV;268.0
RTE DE SEYSSES;SEYSSES (RTE DE SEYSSES);Toulouse;31555;2017-12-15;2017.0;ENTRE RUE PENENT ET RUE DE LA FAOURETTE;VERS RUE PENENT;;TV;6764.0
RUE CAUBERE;CAUBERE (RUE CAUBERE);Toulouse;31555;2017-05-05;2017.0;ENTRE RTE DE NARBONNE ET CHE PONSAN;VERS CHE SALADE PONSAN;;TV;320.0
RUE SAINTE PHILOMENE;PHILOMENE (RUE SAINTE PHILOMENE);Toulouse;31555;2017-04-24;2017.0;ENTRE RUE DEMOUILLES ET RUE DES PYRENEES;VERS RUEDEMOUILLES;;TV;120.0
RUE SAINTE PHILOMENE;PHILOMENE (RUE SAINTE PHILOMENE);Toulouse;31555;2017-04-24;2017.0;ENTRE RUE DEMOUILLES ET RUE DES PYRENEES;VERS RUE DES PYRENEES;;TV;413.0
RUE DES ECOLES;ECOLES (RUE DES ECOLES);Aucamville;31022;2017-04-21;2017.0;ENTRE CHE DES BOURDETTES ET RTE DE FRONTON;VERS CHE DES BOURDETTES;;TV;2434.0
AV DE TOULOUSE;TOULOUSE (AV DE TOULOUSE);Pibrac;31417;2017-04-21;2017.0;ENTRE RN124 ET AV FONVIEILLE;VERS AV FONVIEILLE;;TV;6772.0
RUE SAINT ANTOINE DU T;ANTOINE (RUE SAINT ANTOINE DU T);Toulouse;31555;2017-05-15;2017.0;ENTRE PL SAINT GEORGES ET RUE SAINT JEROME;VERS RUE SAINT JEROME;oui;TV;3160.0
RTE DE CORNEBARRIEU;CORNEBARRIEU (RTE DE CORNEBARRIEU);Blagnac;31069;2017-06-12;2017.0;ENTRE RUE STRAUSS ET CORNEBARRIEU;VERS VOIE LACTEE;;TV;11639.0
RTE DE TOULOUSE;TOULOUSE (RTE DE TOULOUSE);Seilh;31541;2017-06-12;2017.0;ENTRE CHE DE PERCIN ET ALL BOISSON;VERS SEILH;;TV;12936.0
RUE DU REMPART MATABIAU;MATABIAU (RUE DU REMPART MATABIAU);Toulouse;31555;2017-06-20;2017.0;ENTRE  BD STRASBOURG ET PL HUGO;VERS PL HUGO;oui;TV;1993.0
RTE DE BESSIERES;BESSIERES (RTE DE BESSIERES);L'union;31561;2017-07-03;2017.0;ENTRE BD DES FONTANELLES ET AV DES ACACIAS;VERS BD DES FONTANELLES;;TV;6959.0
AV GEORGE SAND;SAND (AV GEORGE SAND);Colomiers;31149;2017-07-10;2017.0;ENTRE ALL DU CARLITTE ET PL DU CAPCIR;VERS CHE D'AL NOBLE;;TV;255.0
RUE TRAVERSIERE;TRAVERSIERE (RUE TRAVERSIERE);Saint-Jory;31490;2017-06-20;2017.0;ENTRE CHE DE LADOUX ET CHE DE TRINCHET;VERS CHE DE LADOUX;;TV;108.0
RUE HENRI FRENAY;FRENAY (RUE HENRI FRENAY);Toulouse;31555;2017-09-12;2017.0;ENTRE RUE DECOMBLE ET CHE REYNAL;VERS CHE REYNAL;;TV;4166.0
RUE HECTOR BERLIOZ;BERLIOZ (RUE HECTOR BERLIOZ);Tournefeuille;31557;2017-05-27;2017.0;ENTRE RUE MASSENET ET RUE FRANK;VERS AV JAURES;;TV;801.0
DEPARTEMENTALE 4;4 (DEPARTEMENTALE 4);Bruguiþres;31091;2017-05-16;2017.0;ENTRE AV DU TERROIR ET D63g;VERS D63g;;TV;5066.0
RUE DES ANTILLES;ANTILLES (RUE DES ANTILLES);Balma;31044;2017-03-21;2017.0;ENTRE RUE SAINT JEAN ET RUE DES BALEARES;VERS RUE DES BALEARES;;TV;73.0
RTE DE LAVAUR;LAVAUR (RTE DE LAVAUR);Balma;31044;2017-06-12;2017.0;ENTRE RTE DE GAURE ET AV DE THEGRA;VERS ROUFIAC;;TV;11387.0
RTE DE LASBORDES;LASBORDES (RTE DE LASBORDES);Flourens;31184;2017-09-06;2017.0;ENTRE CHE REBEILLOU ET IMP CYPRES;VERS CHE DE MAURESSAC;;TV;1600.0
AV DE MAURESSAC;MAURESSAC (AV DE MAURESSAC);Balma;31044;2017-09-06;2017.0;ENTRE AV DE FLOURENS ET RTE DE LASBORDES;VERS RTE DE LASBORDES;;TV;1694.0
RTE DE GAURE;GAURE (RTE DE GAURE);Balma;31044;2017-09-06;2017.0;ENTRE RTE LAVAUR ET RUE CORBUSIER;VERS RTE DE GAURE;;TV;3025.0
RUE RAYMOND IV;RAYMOND IV (RUE RAYMOND IV);Toulouse;31555;2017-09-19;2017.0;ENTRE PL JEANNE D'ARC ET RUE DE L'ORIENT;VERS RUE DE L'ORIENT;oui;TV;2635.0
BRETELLE SORTIE N124;ANONYME (VOIE ANONYME);Toulouse;31555;2017-09-18;2017.0;ENTRE N124 ET RUE CAYRE;VERS RUE CAYRE;oui;TV;2678.0
VOIE DU TOEC;TOEC (VOIE DU TOEC);Toulouse;31555;2017-09-25;2017.0;ENTE AV BADIOU ET RUE BOYALS;VERS AV DE GRANDE BRETAGNE;;TV;5005.0
RUE GABRIEL PERI;PERI (RUE GABRIEL PERI)_TOULOUSE;Toulouse;31555;2016-03-14;2016.0;ENTRE AMELIE ET MERCADIER;VERS BD CARNOT;;TV;2552.0
RUE DE SEBASTOPOL;SEBASTOPOL (RUE DE SEBASTOPOL);Toulouse;31555;2016-03-14;2016.0;ENTRE MARQUETTE ET ALARIC;VERS bd LASCROSSE;;TV;7061.0
ANC CHE DE BRAX;BRAX (ANC CHE DE BRAX);Pibrac;31417;2016-01-21;2016.0;ENTRE RUE PETIT PIERRE ET PAS DES CAPELLES;VERS RUE PRINCIPALE;;TV;462.0
CHE DE LA FLAMBERE;FLAMBERE (CHE DE LA FLAMBERE);Toulouse;31555;2016-03-11;2016.0;ENTRE IMP LA FLAMBERE ET RUE GARDEL;VERS AV DE CASSELARDIT;;TV;4138.0
AV DE LA FORET;FORET (AV DE LA FORET);Pibrac;31417;2016-03-11;2016.0;ENTRE RUE CAMUS ET RUE DE LA CHENAIE;VERS RUE ALBERT CANUMUS;;TV;227.0
RUE DE LA TOURAINE;TOURAINE (RUE DE LA TOURAINE);Toulouse;31555;2016-02-15;2016.0;ENTRE BIGORRE ET ROCADE;VERS ROCADE;;TV;4926.0
ALL ARMAND PRAVIEL;PRAVIEL (ALL ARMAND PRAVIEL);Colomiers;31149;2016-01-13;2016.0;ENTRE ALL GARDEL ET ALL NOUGARO;VERS ALL LEROY;;TV;104.0
AV DU LOURON;LOURON (AV DU LOURON);Colomiers;31149;2016-01-13;2016.0;ENTRE PL DES MAROTS ET ALL GIONO;VERS PL DES MAROTS;;TV;1004.0
RUE SAINT ROCH;ROCH (RUE SAINT ROCH);Toulouse;31555;2016-06-13;2016.0;ENTRE RUE DES CASERNES ET RUE MARAN;VERS RUEDES CASERNES;;TV;1931.0
RUE DIEUDONNE COSTES;COSTES (RUE DIEUDONNE COSTES);Blagnac;31069;2016-05-24;2016.0;ENTRE AV DE PARIS ET RUE DU GROUPE D'OR;VERS RUE DU GROUPE D'OR;oui;TV;2707.0
AV DU HUIT MAI 1945;MAI (AV DU HUIT MAI 1945);Saint-Alban;31467;2016-05-28;2016.0;ENTRE RUE AMIEL ET RUE DE L'EGALITE;VERS AV DE VILLEMEUR;;TV;7819.0
AV DE FRONTON;FRONTON (AV DE FRONTON);Toulouse;31555;2016-05-28;2016.0;ENTRE RUE DU SEMINAIRE ET IMP GARE;VERS AV ZAY;;TV;5512.0
RUE XAVIER DARASSE;DARASSE (RUE XAVIER DARASSE);Toulouse;31555;2016-05-23;2016.0;ENTRE ALLEE DE LIMAYRAC ET RUE BOULOGNE;VERS ALLEE DE LIMAYRAC;;TV;800.0
RUE CAMILLE DESMOULINS;DESMOULINS (RUE CAMILLE DESMOULINS);Toulouse;31555;2016-05-10;2016.0;ENTRE AV BRIAND ET AV D'ITALIE;VERS AV BRIAND;;TV;59.0
RUE DU PIC DU MEGAL;MEGAL (RUE DU PIC DU MEGAL);L'union;31561;2016-06-16;2016.0;ENTRE AV PYRENEES ET RUE GEVAUDAN;VERS RUE DU GEVAUDAN;;TV;314.0
ALL FERNAND JOURDANT;JOURDANT (ALL FERNAND JOURDANT);Toulouse;31555;2016-07-06;2016.0;ENTRE CLUB AVIRON ET IMPASSE;VERS PONT CROIX DE PIERRE;;TV;279.0
AV EMILE DEWOITINE;DEWOITINE (AV EMILE DEWOITINE);Blagnac;31069;2016-09-12;2016.0;ENTRE RPT BELLONTE ET ACCES A621;VERS RPT BELLONTE;;TV;8512.0
AV DE L EGLISE;EGLISE (AV DE L EGLISE);Saint-Jean;31488;2016-09-12;2016.0;ENTRE RTE D'ALBI ET RUE DES ROSES;VERS RTE D'ALBI;;TV;4297.0
RUE DE LA CREUSE;CREUSE (RUE DE LA CREUSE);Toulouse;31555;2016-09-21;2016.0;ENTRE RUE DE LA VENDEE ET RUE DE LA TOURAIN;VERS RUE DE LA TOURAINE;;TV;156.0
ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);Toulouse;31555;2016-09-21;2016.0;ENTRE RUE BOURASOL ET RUE VARSY;VERS RUE DE BOURASOL;;TV;16982.0
RUE D ARTAGNAN;ARTAGNAN (RUE D ARTAGNAN);Toulouse;31555;2015-02-23;2015.0;ENTRE ROODE ET BEARNAIS;SENS UNIQUE VERS BARCELONE;oui;TV;269.0
RUE DES BERGERONNETTES;BERGERONNETTES (RUE DES BERGERONNETTES);Villeneuve-Tolosane;31588;2015-01-23;2015.0;ENTRE ROSSIGNOLS ETCHARDONNERETS;VERS CHARDONERETS;;TV;346.0
AV DE MURET;MURET (AV DE MURET);Toulouse;31555;2015-02-02;2015.0;ENTRE DEODAT DE SEVERAC ET BENEZET;VERS DEODAT DE SEVERAC;;TV;3369.0
RUE ROODE;ROODE (RUE ROODE);Toulouse;31555;2015-02-23;2015.0;ENTRE LASCROSSES ET D'ARTAGNAN;VERS D'ARTAGNAN;;TV;110.0
ALL DE NAUROUZE;NAUROUZE (ALL DE NAUROUZE);Colomiers;31149;2015-05-28;2015.0;ENTRE MINERVOIS ET MONTS D'OLMES;VERS PAGE;;TV;4477.0
RUE DES TOURNESOLS;TOURNESOLS (RUE DES TOURNESOLS);Quint-Fonsegrives;31445;2015-06-25;2015.0;ENTRE RUE DE LA ZA ET CHE DU GRAND SOLEIL;VERS CHE DU GRAND SOLEIL;;TV;1250.0
BD DE SELERY;SELERY (BD DE SELERY);Colomiers;31149;2015-08-31;2015.0;ENTRE ALL DU MACONNAIS ET ALL MORIAME;VERS ALL DU MACONNAIS;;TV;3293.0
ALL DE LIMAYRAC;LIMAYRAC (ALL DE LIMAYRAC);Toulouse;31555;2015-06-25;2015.0;ENTRE CHE DE LIMAYRAC ET RUE GARGAS;VERS AV BAROUX;;TV;3682.0
RUE DU VALLON;VALLON (RUE DU VALLON);St-Orens-De-Gameville;31506;2015-03-11;2015.0;ENTRE MARQUIELLE ET TOULOUSE;VERS MARQUIELLE;;TV;316.0
AV DES CHENES;CHENES (AV DES CHENES);Saint-Orens-De-Gameville;31506;2015-03-10;2015.0;ENTRE MOULIN ET LEYGUE;VERS GAMEVILLE;;TV;1493.0
RUE MIREPOIX;MIREPOIX (RUE MIREPOIX);Toulouse;31555;2015-01-15;2015.0;ENTRE ROMIGUIERS ET JACOBINS;SENS UNIQUE VERS JACOBINS;oui;TV;484.0
AV DE LARDENNE;LARDENNE (AV DE LARDENNE);Toulouse;31555;2014-12-15;2014.0;ENTRE MAXWELL ET COURTINADE;VERS TOURNEFEUILLE;;TV;5305.0
CHE DE BOUDOU;BOUDOU (CHE DE BOUDOU);Toulouse;31555;2015-01-22;2015.0;ENTRE IZARDS ET BORDELONGUE;LES 2 SENS;;TV;7338.0
RUE JEAN CHAPTAL;CHAPTAL (RUE JEAN CHAPTAL);Toulouse;31555;2015-11-11;2015.0;ENTRE RUE GAY ET RUE BENOIT;VERS RUE BARREAU;oui;TV;241.0
RUE VIGUERIE;VIGUERIE (RUE VIGUERIE);Toulouse;31555;2015-09-25;2015.0;ENTRE SAINT NICOLAS ET RUE D U CRUCIFIX;VERS RUE RUE DU CRUCIFIX;oui;TV;3050.0
RTE DE BLAGNAC;BLAGNAC (RTE DE BLAGNAC);Toulouse;31555;2015-09-07;2015.0;ENTRE CHE DE LA GARONNE ET RPT MOUNICQ;VERS BLAGNAC;;TV;1006.0
