Geo Point;Geo Shape;Street;MotDir;Id_Seg_Ges;Id_Seg_Obs;commune;code_insee;codsti;Nrivoli;Longueur;Type;arrete;date_mes;Annee;pole;SensUnique;DoubleSens_Cyclable;commentaire
43.6040605172,1.43694298342;"{""type"": ""LineString"", ""coordinates"": [[1.435864351351921, 43.60366704670343], [1.436194343465536, 43.6038872892177], [1.436375776109968, 43.60394265950072], [1.438070205681513, 43.604339300611045]]}";RUE PARGAMINIERES;PARGAMINIERES (RUE PARGAMINIERES);3129;3129;TOULOUSE;31555;315555187224;3105556540;195;Aire Pietonne;15/93;2015-07-10T02:00:00+02:00;2015;Centre;oui;oui;
43.6423957877,1.44416528862;"{""type"": ""LineString"", ""coordinates"": [[1.444476432548712, 43.641981529366724], [1.444046231963171, 43.64199990506208], [1.444039660214596, 43.64243980034661], [1.444070817948178, 43.64279578925661], [1.444500716422705, 43.642798231474245]]}";RUE DES CERISIERS;CERISIERS (RUE DES CERISIERS);1070;1070;TOULOUSE;31555;315551574410;3105551828;158;Aire Pietonne;16/111;2016-09-13T02:00:00+02:00;2016;Nord;;;
43.6088325991,1.44170764096;"{""type"": ""LineString"", ""coordinates"": [[1.441537058482115, 43.608756444483866], [1.441878223436479, 43.60890875366988]]}";PL SAINT SERNIN;SERNIN (PL SAINT SERNIN);3253;3253;Toulouse;31555;315556400011;3105557984;32;Aire Pietonne;;;2009;Centre;;;
43.6109374194,1.44025556277;"{""type"": ""LineString"", ""coordinates"": [[1.440493845212805, 43.61089436677594], [1.440017280336742, 43.61098047203765]]}";RUE ESCOUSSIERES A BERNARD;BERNARD (RUE ESCOUSSIERES A BERNARD);3232;3232;Toulouse;31555;315552611206;3105553056;40;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6094625973,1.44268621803;"{""type"": ""LineString"", ""coordinates"": [[1.442661067940357, 43.6089435996994], [1.442814186636995, 43.609243729656754], [1.442549415533553, 43.60988310958806], [1.442573769016067, 43.60999494958144]]}";RUE MERLY;MERLY (RUE MERLY);3242;3242;Toulouse;31555;315554595221;3105555896;122;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6104185086,1.44121713591;"{""type"": ""LineString"", ""coordinates"": [[1.441162022718507, 43.610099226915345], [1.441272249092856, 43.610737790357824]]}";RUE PETRARQUE;PETRARQUE (RUE PETRARQUE);3223;3223;Toulouse;31555;315555347238;3105556796;72;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6093182578,1.43913791432;"{""type"": ""LineString"", ""coordinates"": [[1.439148546187432, 43.60917405777362], [1.439127282446662, 43.60946245777566]]}";RUE DE LA CHAINE;CHAINE (RUE DE LA CHAINE);7143;7143;Toulouse;31555;315551593621;3105551844;32;Aire Pietonne;17/196;2017-10-27T02:00:00+02:00;2017;Centre;oui;oui;
43.6076972091,1.44198805048;"{""type"": ""LineString"", ""coordinates"": [[1.442043811962793, 43.607560157315234], [1.441932288997836, 43.607834260943015]]}";RUE DU TAUR;TAUR (RUE DU TAUR);3247;3247;TOULOUSE;31555;315556790415;3105558408;32;Aire Pietonne;19/091;2019-06-20T02:00:00+02:00;2019;Centre;oui;oui;
43.6017478151,1.44356095471;"{""type"": ""LineString"", ""coordinates"": [[1.443558423885702, 43.60178658567591], [1.443563485543374, 43.60170904450693]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);4640;4640;TOULOUSE;31555;315556387207;3105557972;9;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6016137143,1.44359225261;"{""type"": ""LineString"", ""coordinates"": [[1.443621019675804, 43.601518384063475], [1.443563485543374, 43.60170904450693]]}";RUE SAINT ROME;ROME (RUE SAINT ROME);4651;4651;TOULOUSE;31555;315556387207;3105557972;22;Aire Pietonne;11/096;;2011;Centre;oui;oui;
43.6034062582,1.44963369106;"{""type"": ""LineString"", ""coordinates"": [[1.448818464284089, 43.6034344777831], [1.449862704357453, 43.603430355461896], [1.450200137837165, 43.60341502992887], [1.450242284756391, 43.60338224133877], [1.450235312210948, 43.60315039162685]]}";PL OCCITANE;OCCITANE (PL OCCITANE);5585;5585;TOULOUSE;31555;315558348542;3105556350;142;Aire Pietonne;11/109;;2011;Centre;;;
43.6020626689,1.44855958955;"{""type"": ""LineString"", ""coordinates"": [[1.448131357455081, 43.60192333981686], [1.448987821645866, 43.60220199790911]]}";RUE ALEXANDRE FOURTANIER;FOURTANIER (RUE ALEXANDRE FOURTANIER);4751;4751;TOULOUSE;31555;315552934407;3105550156;76;Aire Pietonne;11/110;;2011;Centre;;;
43.6019207943,1.44272795597;"{""type"": ""LineString"", ""coordinates"": [[1.442760611389592, 43.60185597912027], [1.442718070008832, 43.60191430842059], [1.442716909221257, 43.60199282935922]]}";VA VA008105;(VA VA008105);8105;8105;TOULOUSE;31555;31555A008105;31055;16;Aire Pietonne;11/097;;2011;Centre;oui;oui;
43.6066461123,1.44239211342;"{""type"": ""LineString"", ""coordinates"": [[1.442432542843583, 43.60655465760355], [1.442351684005752, 43.606737566998476]]}";RUE DU TAUR;TAUR (RUE DU TAUR);3262;3262;TOULOUSE;31555;315556790415;3105558408;21;Aire Pietonne;13/114;;2013;Centre;oui;oui;modif arrete  en 2011
43.6057274674,1.44263762186;"{""type"": ""LineString"", ""coordinates"": [[1.442656082670393, 43.60562543147756], [1.442619161049971, 43.60582950338027]]}";RUE DU TAUR;TAUR (RUE DU TAUR);4619;4619;TOULOUSE;31555;315556790415;3105558408;23;Aire Pietonne;13/114;;2013;Centre;oui;oui;modif arrete  en 2011
43.6045819843,1.44567471963;"{""type"": ""LineString"", ""coordinates"": [[1.445670955530473, 43.60426689214148], [1.445678483723382, 43.604897076451394]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);4626;4626;TOULOUSE;31555;315550118429;3105550224;70;Aire Pietonne;13/107;;2007;Centre;oui;oui;modif arrêté de septembre 2007
43.6009595333,1.44564996655;"{""type"": ""LineString"", ""coordinates"": [[1.445654565081205, 43.600476573723846], [1.445645368015829, 43.60144249288033]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);4664;4664;TOULOUSE;31555;315550118429;3105550224;107;Aire Pietonne;13/107;;2010;Centre;oui;oui;
43.6030681311,1.44566865148;"{""type"": ""LineString"", ""coordinates"": [[1.445667675414735, 43.60300283743616], [1.445669627554629, 43.60313342475736]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);4686;4686;TOULOUSE;31555;315550118429;3105550224;15;Aire Pietonne;13/107;;2010;Centre;oui;oui;
43.6033075423,1.44567354355;"{""type"": ""LineString"", ""coordinates"": [[1.445669627554629, 43.60313342475736], [1.445677459535496, 43.60348165988913]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);4692;4692;TOULOUSE;31555;315550118429;3105550224;39;Aire Pietonne;13/107;;2010;Centre;oui;oui;
43.5998209232,1.44415480183;"{""type"": ""LineString"", ""coordinates"": [[1.443811397323016, 43.599932228734744], [1.444498206333191, 43.599709617745795]]}";PL DE LA TRINITE;TRINITE (PL DE LA TRINITE);5667;5667;TOULOUSE;31555;315556960060;3105558576;61;Aire Pietonne;11/095;2011-05-20T02:00:00+02:00;2011;Centre;oui;oui;
43.5977988661,1.43487682998;"{""type"": ""LineString"", ""coordinates"": [[1.434941832965184, 43.597589342512805], [1.434811826984894, 43.59800838966811]]}";RUE DU CHAIREDON;CHAIREDON (RUE DU CHAIREDON);2742;2742;TOULOUSE;31555;315551596855;3105551848;48;Aire Pietonne;11/091;2011-05-20T02:00:00+02:00;2011;Centre;;;
43.6024605491,1.44522659179;"{""type"": ""LineString"", ""coordinates"": [[1.444815923697223, 43.602410486189534], [1.445637259886944, 43.60251061203795]]}";RUE DU FOURBASTARD;FOURBASTARD (RUE DU FOURBASTARD);4660;4660;TOULOUSE;31555;315552915257;3105553416;67;Aire Pietonne;11/108;2011-05-26T02:00:00+02:00;2011;Centre;oui;oui;
43.5985905386,1.44416145405;"{""type"": ""LineString"", ""coordinates"": [[1.444170665317569, 43.598453421477764], [1.444152242788707, 43.59872765565578]]}";RUE DES FILATIERS;FILATIERS (RUE DES FILATIERS);4826;4826;TOULOUSE;31555;315552800001;3105553300;31;Aire Pietonne;11/114;2011-05-26T02:00:00+02:00;2011;Centre;oui;oui;
43.6048825708,1.44326879157;"{""type"": ""LineString"", ""coordinates"": [[1.44282683057064, 43.60482918744366], [1.443584561935475, 43.60491842394067], [1.443707750343377, 43.604951563739405]]}";PL DU CAPITOLE;CAPITOLE (PL DU CAPITOLE);4897;4897;TOULOUSE;31555;315551420803;3105551676;72;Aire Pietonne;13/106;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6022713953,1.44661922736;"{""type"": ""LineString"", ""coordinates"": [[1.446908635921552, 43.60202767495802], [1.446329818805597, 43.60251511566406]]}";RUE DE LA POMME;POMME (RUE DE LA POMME);4675;4675;TOULOUSE;31555;315555468840;3105556988;71;Aire Pietonne;13/108;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
43.6073490906,1.44569336271;"{""type"": ""LineString"", ""coordinates"": [[1.4456995472913, 43.60697778242309], [1.445687178134708, 43.60772039880128]]}";RUE D ALSACE LORRAINE;LORRAINE (RUE D ALSACE LORRAINE);3315;3315;TOULOUSE;31555;315550118429;3105550224;83;Aire Pietonne;13/107;2013-07-11T02:00:00+02:00;2013;Centre;oui;oui;
