number,contract_name,name,address,lat,lng,bike_stands,available_bike_stands,available_bikes,status,last_update,time_get
138,toulouse,00138 - BARRIERE DE BAYONNE,3 BD JEAN BRUNHES,43.598196214598815,1.41997369298729,20,13,7,OPEN,1591615513.0,1591616069
216,toulouse,00216 - ARGOULETS HOUDON,3 RUE JEAN HOUDON,43.622829380921075,1.474057401308612,17,15,1,OPEN,1591615487.0,1591616069
194,toulouse,00194 - LOMBEZ / HIPPODROME,138 AV DE LOMBEZ,43.594206765269206,1.410651114174017,20,16,4,OPEN,1591615808.0,1591616069
98,toulouse,00098 - PONT DES DEMOISELLES,80 ALL DES DEMOISELLES,43.587677990128874,1.459836309553229,22,12,10,OPEN,1591616010.0,1591616069
263,toulouse,00263 - LYCEE POLYVALENT,87 AVENUE JEAN BAYLET ANGLE CHEMIN CEPIERES,43.58444,1.39867,18,13,5,OPEN,1591615577.0,1591616069
16,toulouse,00016 - STRASBOURG BAYARD,32 BD DE STRASBOURG,43.60793763027584,1.446610770547085,21,6,15,OPEN,1591615774.0,1591616069
169,toulouse,00169 - ALBI  / JAFFARY,65 RTE D'ALBI,43.63124672931264,1.462248097516892,17,15,2,OPEN,1591615454.0,1591616069
39,toulouse,00039 - PLACE DAMLOUP,9 PL DE DAMLOUP,43.60583232118379,1.452939708828422,19,9,10,OPEN,1591615880.0,1591616069
201,toulouse,00201 - POTEZ -ST EXUPERY,256 AV ANTOINE DE ST EXUPERY,43.57965532664315,1.48049587613679,18,15,3,OPEN,1591615872.0,1591616069
198,toulouse,00198 - LAFILAIRE - DELTOUR,FACE 25 CHEMIN LAFILAIRE,43.59622771557735,1.473457600659471,20,14,6,OPEN,1591615529.0,1591616069
101,toulouse,00101 - CAPT PORT ST SAUVEUR,5 PORT SAINT SAUVEUR,43.59426485044087,1.456321836591291,20,14,6,OPEN,1591615455.0,1591616069
258,toulouse,00258 - CAMBARD,Boulevard Atlanta / Cambard,43.62957,1.47643,18,14,3,OPEN,1591615859.0,1591616069
56,toulouse,00056 - SAINT SERNIN  MERLY,1 RUE MERLY,43.609029818757634,1.442808436675486,15,10,5,OPEN,1591615479.0,1591616069
159,toulouse,00159 - U.R.S.S DEVIC,96 AV JULES JULIEN,43.5785038852904,1.450284083376377,20,13,7,OPEN,1591615744.0,1591616069
72,toulouse,00072 - FITTE CUGNAUX,23 ALL CHARLES DE FITTE,43.59504949175626,1.432688307877285,20,3,17,OPEN,1591615827.0,1591616069
146,toulouse,00146 - SANG DE SERP - DAGNAUX,57 CHEMIN DU SANG DE SERP - 31200 TOULOUSE,43.6154182104443,1.4284933309335,20,9,11,OPEN,1591615725.0,1591616069
261,toulouse,00261 - VAN DYCK - LAUNAGUET,Devant le N°6 rue Van Dyck avant angle rue Raphael - 31000 TOULOUSE,43.64066,1.4401,18,2,16,OPEN,1591615826.0,1591616069
151,toulouse,00151 - CURIE - NEGRENEYS,27 BD PIERRE ET MARIE CURIE,43.62459108857192,1.443059611732516,24,13,11,OPEN,1591615563.0,1591616069
238,toulouse,00238 - HERBETTES / BUTTE,AVENUE DES HERBETTES,43.579425835630786,1.473118127213999,17,2,15,OPEN,1591615788.0,1591616069
80,toulouse,00080 - FITTE VARSI,89B ALL CHARLES DE FITTE,43.59970386767416,1.429275168509917,23,13,10,OPEN,1591615534.0,1591616069
57,toulouse,00057 - MERLY ARCOLE,15 RUE MERLY,43.610488427425665,1.4431072280246,15,11,4,OPEN,1591615964.0,1591616069
269,toulouse,00269 - PLACE SAUVEGRAIN,Place Sauvegrain - angle avenue de Lardenne,43.58996,1.37764,18,1,17,OPEN,1591615870.0,1591616069
285,toulouse,00285 - METRO BALMA-GRAMONT,rue saint Jean (devant métro Gramont) 31130 Balma,43.629004,1.482704,18,4,14,OPEN,1591615862.0,1591616069
58,toulouse,00058 - CONCORDE ARCOLE,4 RUE DE LA CONCORDE,43.6106186453129,1.443637125697445,25,4,21,OPEN,1591615930.0,1591616069
272,toulouse,00272 - ANDRE VASSEUR,Boulevard Atlanta / après angle rue vasseur - 31000 TOULOUSE,43.63539,1.47297,17,10,7,OPEN,1591615915.0,1591616069
95,toulouse,00095 - THEATRE GARONNE,4 AVENUE DU CHÂTEAU D'EAU,43.602528105503815,1.425222752953333,22,16,6,OPEN,1591615795.0,1591616069
222,toulouse,00222 - CAMBOU / ROCHE,AVENUE DU COLONEL ROCHE,43.5628140764194,1.47517386253435,20,18,2,OPEN,1591615954.0,1591616069
92,toulouse,00092 - CHALETS,31 RUE DES CHALETS,43.61325027179293,1.441220679302088,15,13,2,OPEN,1591615816.0,1591616069
38,toulouse,00038 - JAURES BACHELIER,56 ALL JEAN JAURES,43.60754756868432,1.451651418090918,32,28,4,OPEN,1591615539.0,1591616069
140,toulouse,00140 - EMILE MALE,PLACE EMILE MALE,43.59175,1.41868,29,27,2,OPEN,1591615805.0,1591616069
4,toulouse,00004 - STE URSULE,15 RUE SAINTE URSULE,43.60233609279122,1.442047437838665,20,2,18,OPEN,1591616031.0,1591616069
136,toulouse,00136 - FONTAINES,RUE DES FONTAINES,43.602050919601446,1.414531359571464,15,10,5,OPEN,1591615857.0,1591616069
176,toulouse,00176 - GENERAL COMPANS,1 RUE DU GENERAL COMPANS,43.606790468455905,1.458008846441328,18,10,8,OPEN,1591615932.0,1591616069
142,toulouse,00142 - SEVERAC,BD DEODAT DE SEVERAC,43.58807,1.42438,20,1,19,OPEN,1591615733.0,1591616069
237,toulouse,00237 - CNRS,AVENUE EDOUARD BELIN FACE CNRS,43.56361464501064,1.479772209704475,20,4,16,OPEN,1591615987.0,1591616069
28,toulouse,00028 - PLACE SAINT PIERRE,6 place saint pierre,43.6034370674356,1.43608066156889,22,3,18,OPEN,1591615931.0,1591616069
182,toulouse,00182 - CHAUBET,AV JEAN CHAUBET,43.60593083247726,1.481957162051808,20,7,13,OPEN,1591615819.0,1591616069
94,toulouse,00094 - SEMARD GARE ROUTIERE,73 BD PIERRE SEMARD,43.613829128033615,1.451479779266325,25,25,0,OPEN,1591615978.0,1591616069
206,toulouse,00206 - LEYGUE/ RIEUX,20 AV ARMAND LEYGUE,43.594341505924845,1.464668419108617,18,15,3,OPEN,1591615634.0,1591616069
127,toulouse,00127 - BEGUE - DEMOISELLES,1 RUE BEGUE,43.589803552331645,1.455945448109943,15,13,2,OPEN,1591615723.0,1591616069
279,toulouse,00279 - GUY ESPAGNO,229 AVENUE DE CASSELARDIT CROISEMENT ESPAGNO / CASSELARDIT 31000 TOULOUSE,43.61354,1.40142,18,12,6,OPEN,1591615468.0,1591616069
88,toulouse,00088 - DUPORTAL LASCROSSES,17T BD LASCROSSES,43.610250914040755,1.435070094381549,25,1,24,OPEN,1591616015.0,1591616069
251,toulouse,00251 - BLUM / JOUHAUX,26 AVENUE LEON BLUM ANGLE RUE LEON JOUHAUX,43.614208387732,1.4616307898919,20,19,1,OPEN,1591616016.0,1591616069
226,toulouse,00226 - FONTAINES /CASSELARDIT,292 RUE DES FONTAINES,43.60419040838992,1.407211289929025,17,6,11,OPEN,1591615580.0,1591616069
91,toulouse,00091 - ARCOLE BALANCE,48 BD D ARCOLE,43.611584087589904,1.439737579879722,21,6,15,OPEN,1591615935.0,1591616069
122,toulouse,00122 - PASSERELLE HAEDENS,57 BD DE L EMBOUCHURE,43.613472358330974,1.430120187266013,19,8,11,OPEN,1591615923.0,1591616069
185,toulouse,00185 - ROUBICHOU ARLES,30 RUE ROUBICHOU,43.62704846650827,1.465517338373819,15,14,1,OPEN,1591615996.0,1591616069
27,toulouse,00027 - QUAI DE TOUNIS,QUAI DE TOUNIS,43.59938372814817,1.440461106405702,23,8,15,OPEN,1591615704.0,1591616069
209,toulouse,00209 - BAROUX/ DARASSE,4 AV LUCIEN BAROUX,43.589466982143435,1.478914286004687,18,11,7,OPEN,1591615615.0,1591616069
220,toulouse,00220 - TABAR /UNIVERSITE,3 RUE DE L'UNIVERSITE,43.574612132702526,1.40230245215212,19,1,18,OPEN,1591615557.0,1591616069
78,toulouse,00078 - PLACE INT ST CYP. DARRE,14 PL INTERIEURE ST CYPRIEN,43.59812186858788,1.431415230750123,17,2,15,OPEN,1591615528.0,1591616069
26,toulouse,00026 - DALBADE - DE GORSSE,9 RUE HENRY DE GORSSE,43.59804753924319,1.443005133993703,22,14,8,OPEN,1591615913.0,1591616069
230,toulouse,00230 - RANGUEIL TRIPODE B,141 AV DE RANGUEIL,43.567221153708445,1.467678323560475,20,17,3,OPEN,1591615880.0,1591616069
149,toulouse,00149 - RAISIN MINIMES,CH DU RAISIN,43.615368584913504,1.448486709552681,22,17,5,OPEN,1591615729.0,1591616069
59,toulouse,00059 - CONCORDE,61 RUE DE LA CONCORDE,43.613590372531775,1.446485498451865,19,18,1,OPEN,1591615898.0,1591616069
42,toulouse,00042 - DAURIAC ESCANDE,3 BD PR LEOPOLD ESCANDE,43.601588174955744,1.456048100267833,20,16,4,OPEN,1591615635.0,1591616069
107,toulouse,00107 - SEBASTOPOL,1 RUE DE SEBASTOPOL,43.609753361824794,1.430389555237135,27,19,8,OPEN,1591615638.0,1591616069
246,toulouse,00246 - WAGNER / JEAN BRUNHES,29 BOULEVARD RICHARD WAGNER ANG BD JEAN BRUNHES,43.60390532418828,1.420141760360439,20,8,12,OPEN,1591615879.0,1591616069
219,toulouse,00219 - PUCCINI/ BLAGNAC,35 RUE PUCCINI,43.614589794633694,1.411359591750251,18,8,10,OPEN,1591616037.0,1591616069
163,toulouse,00163 - BEDOUCE / MIDI,115 AV ALBERT BEDOUCE,43.581459211587536,1.462194464667426,20,11,9,OPEN,1591615437.0,1591616069
99,toulouse,00099 - REMPART ST ETIENNE,7 RUE DU REMPART ST ETIENNE,43.60082502483391,1.450654849861206,16,6,10,OPEN,1591615696.0,1591616069
267,toulouse,00267 - GONIN,RUE GONIN ANGLE GENIN 31000 TOULOUSE,43.57452,1.48278,16,7,9,OPEN,1591616024.0,1591616069
113,toulouse,00113 - MUSEUM LAMARCK,FACE 58 RUE DUMERIL,43.592355124495455,1.449215732146181,20,19,1,OPEN,1591615945.0,1591616069
133,toulouse,00133 - MARCHE AUX COCHONS,71 AV DES MINIMES,43.620735968782895,1.435597311467436,22,17,4,OPEN,1591615602.0,1591616069
148,toulouse,00148 - COLLIGNON,5 AV DE COLLIGNON,43.61692696530316,1.444528167445985,19,17,2,OPEN,1591615962.0,1591616069
283,toulouse,283 - PLACE MICOULEAU,"Place Micouleau, devant rue de chamois 31000 Toulouse",43.63805,1.44442,20,6,14,OPEN,1591615971.0,1591616069
167,toulouse,00167 - LAPUJADE-FLANDRES,RUE LAPUJADE ANGLE RUE DES FLANDRES,43.62409340165932,1.454698517821249,18,8,10,OPEN,1591615799.0,1591616069
205,toulouse,00205 - COTTAGE/ RIEUX,58 AV DES COTTAGES,43.58588613821349,1.47508540800772,18,12,6,OPEN,1591615523.0,1591616069
265,toulouse,00265 - PASSAGE BORDELONGUE,Face N°251 route de Seysses,43.56793,1.41325,18,6,12,OPEN,1591616030.0,1591616069
116,toulouse,00116 - ST MICHEL NOTRE DAME,50 GRANDE RUE ST MICHEL,43.588359791103294,1.446483165667178,15,10,4,OPEN,1591615677.0,1591616069
86,toulouse,00086 - HERACLES - BEARNAIS,23 RUE DU BEARNAIS,43.60802027853654,1.428450231443648,20,13,7,OPEN,1591615875.0,1591616069
66,toulouse,00066 - JARDIN ROYAL,HUIT MAI 1945,43.596478222107635,1.451093339873272,23,12,11,OPEN,1591615518.0,1591616069
34,toulouse,00034 - SAINT LAZARE,2 PETITE RUE SAINT LAZARE,43.609650036285025,1.446076879873296,22,14,8,OPEN,1591615694.0,1591616069
240,toulouse,00240 - RTE DE BLAGNAC / JOB,FACE 103 BIS ROUTE DE BLAGNAC,43.6172496485261,1.408124460028565,18,7,11,OPEN,1591615689.0,1591616069
119,toulouse,00119 - CHAPOU,129 ALL DE BRIENNE,43.609967343094006,1.419524853208122,24,15,9,OPEN,1591615894.0,1591616069
275,toulouse,00275 - PLACE DES PRADETTES,Place des Pradettes / rue Arthur Huc,43.58171,1.38887,17,13,4,OPEN,1591615764.0,1591616069
282,toulouse,282 - RICHARD WAGNER,BD RICHARD WAGNER / ANGLE A.VIVALDI 31000 TOULOUSE,43.60614,1.41476,18,11,7,OPEN,1591615604.0,1591616069
160,toulouse,00160 - THEATRE JULES JULIEN,21 AV DES ECOLES JULES JULIEN,43.573924940202886,1.451999386383253,17,15,2,OPEN,1591615765.0,1591616069
18,toulouse,00018 - STRASBOURG JEAN JAURES,4 BD DE STRASBOURG,43.60629718770727,1.448244408330328,25,2,23,OPEN,1591615440.0,1591616069
130,toulouse,00130 - BILLIERES - PATTE D OIE,66 TER AV ETIENNE BILLIERES,43.59679331319425,1.424139385785053,15,6,9,OPEN,1591615986.0,1591616069
12,toulouse,00012 - PARGAMINIERES,66 RUE PARGAMINIERES,43.60459,1.44002,11,1,10,OPEN,1591615839.0,1591616069
117,toulouse,00117 - BILLIERES -POSTE,39 AVENUE ETIENNE BILLIERES,43.596852956620715,1.425882273289917,20,19,1,OPEN,1591615968.0,1591616069
43,toulouse,00043 - DUPUY,14 PL DOMINIQUE MARTIN DUPUY,43.599990271041186,1.454093824286969,22,21,1,OPEN,1591615680.0,1591616069
232,toulouse,00232 - NARBONNE/ MIROUSE,64 RTE DE NARBONNE,43.569437251134566,1.456086445970436,15,12,2,OPEN,1591615996.0,1591616069
61,toulouse,00061 - BONREPOS,8T BD DE BONREPOS,43.61104,1.45281,40,34,6,OPEN,1591616025.0,1591616069
211,toulouse,00211 - LE DORMEUR/ LA TERRASSE,9 RUE LE DORMEUR,43.58350615923425,1.48781984362323,18,15,3,OPEN,1591615458.0,1591616069
165,toulouse,00165 - PLACE DES AVIONS,33 AVENUE DES AVIONS,43.57686792022356,1.460187742067113,15,7,8,OPEN,1591615444.0,1591616069
278,toulouse,00278 - ARENES ROMAINE,AVENUE DES ARENES ROMAINES / GUY ESPAGNO DANS ROND POINT 31000 TOULOUSE,43.6142,1.39709,18,16,2,OPEN,1591615942.0,1591616069
270,toulouse,00270 - SILVIO TRENTIN,Rue Jules Verne angle Boulevard Silvio Trentin - 31000 TOULOUSE,43.62413,1.42778,16,8,8,OPEN,1591615793.0,1591616069
103,toulouse,00103 - ST MICHEL ST CATHERINE,139 GRANDE RUE ST MICHEL,43.590605082277605,1.445174430937582,20,15,5,OPEN,1591615673.0,1591616069
17,toulouse,00017 - STRASBOURG SARDANE,7 BD DE STRASBOURG,43.60610692889793,1.448061825303155,23,2,21,OPEN,1591615494.0,1591616069
46,toulouse,00046 - PLACE DES CARMES,1 PL DES CARMES,43.597401475499026,1.445315649331453,20,4,16,OPEN,1591615699.0,1591616069
218,toulouse,00218 - AMOUROUX /STE AUGUSTINE,24 BIS CHE AMOUROUX,43.627603587351345,1.461907953641387,18,13,5,OPEN,1591615970.0,1591616069
203,toulouse,00203 - ST EX. - PETIT PRINCE,2 AV ANTOINE DE ST EXUPERY,43.5834192540153,1.470077844843929,20,9,11,OPEN,1591615952.0,1591616069
132,toulouse,00132 - MINIMES BILARD,101 AVENUES DES MINIMES,43.62293779541603,1.434473692188769,19,17,2,OPEN,1591615606.0,1591616069
145,toulouse,00145 - GOUNOD - GARROS,29 RUE ROLAND GARROS,43.61395913175851,1.424941224096277,20,14,6,OPEN,1591615791.0,1591616069
32,toulouse,00032 - MUSEE ST RAYMOND,8 RUE DES TROIS RENARDS,43.60765033417208,1.441209573825458,12,2,10,OPEN,1591615960.0,1591616069
5,toulouse,00005 - LEDUC,5 RUE LEDUC,43.61184,1.45752,19,19,0,OPEN,1591616036.0,1591616069
110,toulouse,00110 - CABANEL - SERRES,16 RUE ALEXANDRE CABANEL,43.61375517689823,1.438157046235524,18,14,4,OPEN,1591615857.0,1591616069
125,toulouse,00125 - BARRIÈRE DE PARIS,BARRIÈRE DE PARIS,43.6269176821576,1.434225150757254,25,4,20,OPEN,1591615874.0,1591616069
63,toulouse,00063 - PISCINE LEO LAGRANGE,54 RUE DES SEPT TROUBADOURS,43.607433487401345,1.454189017923435,22,21,1,OPEN,1591615907.0,1591616069
177,toulouse,00177 - BAILLAUD BRUNAUD,64 RUE BAILLAUD,43.61743867816197,1.46539185105244,20,10,10,OPEN,1591615698.0,1591616069
73,toulouse,00073 - FITTE TEINTURIERS,40 ALL CHARLES DE FITTE,43.59628476386365,1.432075106068745,16,9,7,OPEN,1591615935.0,1591616069
200,toulouse,00200 - PLACE DE L'ORMEAU,FACE 345 AV JEAN RIEUX,43.57906922965151,1.483669775054849,17,13,4,OPEN,1591615959.0,1591616069
14,toulouse,00014 - PERIGORD,26 RUE DE PERIGORD,43.60735205357881,1.444269620551324,17,5,12,OPEN,1591616031.0,1591616069
181,toulouse,00181 - PLANA GARNIER,27 Avenue Louis PLANA,43.610549420565,1.4795004816774,17,7,10,OPEN,1591615725.0,1591616069
50,toulouse,00050 - GARONNETTE,1 AV MAURICE HAURIOU,43.594569737633854,1.440920059367141,23,9,14,OPEN,1591615766.0,1591616069
20,toulouse,00020 - CARNOT TROIS JOURNEES,69 BD LAZARE CARNOT,43.604717604204446,1.449629619920856,27,2,25,OPEN,1591615945.0,1591616069
155,toulouse,00155 - RECOLLETS,34 BD DES RECOLLETS,43.58386908499996,1.443635078857447,20,14,6,OPEN,1591615737.0,1591616069
264,toulouse,00264 - LAFOURGUETTE,Place des Glières,43.56507,1.41028,18,9,9,OPEN,1591616005.0,1591616069
69,toulouse,00069 - FEUGA,11 ALL PAUL FEUGA,43.59253,1.4429,18,15,3,OPEN,1591615728.0,1591616069
157,toulouse,00157 - U.R.S.S  PEYROUSET,16 AV DE L'U.R.S.S,43.582831686768735,1.448634234326797,19,17,2,OPEN,1591615704.0,1591616069
189,toulouse,00189 - MURET BOUTINON,44 AVENUE DE MURET,43.581352282638655,1.425325828280708,20,12,7,OPEN,1591615584.0,1591616069
